Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Contaminant	Marked as	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	"Abundances (Normalized): F1: 126, Sample, A1, n/a"	"Abundances (Normalized): F1: 127N, Sample, A2, n/a"	"Abundances (Normalized): F1: 127C, Sample, A3, n/a"	"Abundances (Normalized): F1: 128N, Sample, A4, n/a"	"Abundances (Normalized): F1: 128C, Sample, A5, n/a"	"Abundances (Normalized): F1: 129N, Sample, n/a, B1"	"Abundances (Normalized): F1: 129C, Sample, n/a, B2"	"Abundances (Normalized): F1: 130N, Sample, n/a, B3"	"Abundances (Normalized): F1: 130C, Sample, n/a, B4"	"Abundances (Normalized): F1: 131, Sample, n/a, B5"	"Abundance: F1: 126, Sample, A1, n/a"	"Abundance: F1: 127N, Sample, A2, n/a"	"Abundance: F1: 127C, Sample, A3, n/a"	"Abundance: F1: 128N, Sample, A4, n/a"	"Abundance: F1: 128C, Sample, A5, n/a"	"Abundance: F1: 129N, Sample, n/a, B1"	"Abundance: F1: 129C, Sample, n/a, B2"	"Abundance: F1: 130N, Sample, n/a, B3"	"Abundance: F1: 130C, Sample, n/a, B4"	"Abundance: F1: 131, Sample, n/a, B5"	"Found in Sample: [S1] F1: 126, Sample, A1, n/a"	"Found in Sample: [S2] F1: 127N, Sample, A2, n/a"	"Found in Sample: [S3] F1: 127C, Sample, A3, n/a"	"Found in Sample: [S4] F1: 128N, Sample, A4, n/a"	"Found in Sample: [S5] F1: 128C, Sample, A5, n/a"	"Found in Sample: [S6] F1: 129N, Sample, n/a, B1"	"Found in Sample: [S7] F1: 129C, Sample, n/a, B2"	"Found in Sample: [S8] F1: 130N, Sample, n/a, B3"	"Found in Sample: [S9] F1: 130C, Sample, n/a, B4"	"Found in Sample: [S10] F1: 131, Sample, n/a, B5"	Modifications
FALSE	High	IsMasterProtein	Q4LE34	MYO1F variant protein (Fragment) OS=Homo sapiens GN=MYO1F variant protein PE=2 SV=1	0	FALSE	Human	97.443	18	18	72	13	1	1143	129.6	9.23	139.13	18	0	842.2	1054.9	834.7	4017.4	1539.5	989.1	1322.1	1284.7	1776	1716.7	842.2	894	739.9	3510.2	1049.8	762.8	1099.1	1071.3	1641.2	1480.7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q3YEC7	Rab-like protein 6 OS=Homo sapiens GN=RABL6 PE=1 SV=2	0	FALSE	Human	12.209	6	3	7	3	1	729	79.5	5.22	16.56	3	0	196.1	353	183.3	312.3	311.9	300.4	269.6	274.9	275.7	271.4	196.1	299.1	162.5	272.8	212.7	231.7	224.1	229.3	254.8	234.1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9BTW9-4	Isoform 4 of Tubulin-specific chaperone D OS=Homo sapiens GN=TBCD	0.001	FALSE	Human	7.493	4	4	4	4	1	1248	138.6	6.37	6.03	4	0	153.9	183.4	139.6	187.8	115.1	170.4	168.9	146.2	137.6	137.5	153.9	155.4	123.7	164.1	78.5	131.4	140.4	121.9	127.1	118.6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q59ER5	WD repeat-containing protein 1 isoform 1 variant (Fragment) OS=Homo sapiens PE=2 SV=1	0	FALSE	Human	253.369	53	25	185	1	1	624	68.1	7.23	631.46	25	32	13203.1	9096.1	13470.1	11620.4	18584.3	9724.2	20364.4	17619	9883.4	15600.7	13203.1	7708.2	11940.9	10153.3	12672.9	7498.9	16929.1	14692.7	9133.3	13455.8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8NEJ1	Uncharacterized protein OS=Homo sapiens PE=2 SV=1	0	FALSE	Human	110.576	44	8	130	1	1	236	25	7.69	531.72	8	0																					High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	B2RB52	"cDNA, FLJ95314, highly similar to Homo sapiens transducin (beta)-like 2 (TBL2), transcript variant 1, mRNA OS=Homo sapiens PE=2 SV=1"	0	FALSE	Human	127.705	45	18	54	18	1	447	49.8	9.44	148.59	18	0	3225.1	7199.4	3497.8	5494.2	3289.1	6537.1	3573	3234.7	3708.9	3592.7	3225.1	6100.9	3100.7	4800.6	2242.9	5041.2	2970.2	2697.5	3427.4	3098.7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P29401-2	Isoform 2 of Transketolase OS=Homo sapiens GN=TKT	0	FALSE	Human	324.013	56	28	194	28	1	631	68.8	7.52	682.63	28	0	13841.9	15240.3	10935.2	8866.8	8986.6	15771.1	25852.9	12000.3	6649.7	11859.5	13841.9	12914.8	9693.8	7747.3	6128.1	12162.1	21491.7	10007.2	6145	10228.9	High	High	High	High	High	High	High	High	High	High	Acetyl [N-Term]
FALSE	High	IsMasterProtein	D6RBR1	Calpastatin (Fragment) OS=Homo sapiens GN=CAST PE=1 SV=1	0	FALSE	Human	15.344	37	4	4	1	1	150	15.5	9.7	9.11	4	0	92.3	107	68.8	83.4	87.9	96.8	75.5	89.7	80.1	88.5	92.3	90.7	61	72.9	60	74.6	62.8	74.8	74	76.3	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9NX24	H/ACA ribonucleoprotein complex subunit 2 OS=Homo sapiens GN=NHP2 PE=1 SV=1	0	FALSE	Human	56.273	67	5	29	5	1	153	17.2	8.22	71.74	5	0	822.1	894.7	816.1	784	625.8	1194.9	470.8	712	631.6	640.7	822.1	758.2	723.4	685	426.8	921.5	391.4	593.7	583.7	552.6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q2KJC7	"TREMBL:Q2KJC7;Q8HZM3 (Bos taurus) Periostin, osteoblast specific factor"	0	TRUE		523.215	42	25	784	2	1	779	86.8	7.5	2721.35	25	0	36.5	60.7	35.9	47	49.4	35.2	47.6	53	88.7	77.5	36.5	51.4	31.8	41.1	33.7	27.1	39.5	44.2	81.9	66.9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8IXT5	RNA-binding protein 12B OS=Homo sapiens GN=RBM12B PE=1 SV=2	0	FALSE	Human	39.994	14	11	15	11	1	1001	118	6.81	31.07	11	0	797.6	645.4	540.3	487.8	528.3	796.6	479	633.5	518.6	479.4	797.6	547	478.9	426.2	360.3	614.3	398.2	528.3	479.2	413.5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A8K8A4	"cDNA FLJ77640, highly similar to Homo sapiens copine II (CPNE2), mRNA OS=Homo sapiens PE=2 SV=1"	0	FALSE	Human	25.234	16	7	18	6	1	548	61.2	6.07	47.31	7	0	353.2	315.3	299	500.1	332.4	335.6	745.6	308.7	322	308	353.2	267.2	265	437	226.7	258.8	619.8	257.4	297.6	265.6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9UL95	Myosin-reactive immunoglobulin heavy chain variable region (Fragment) OS=Homo sapiens PE=2 SV=1	0	FALSE	Human	13.432	24	3	9	1	1	125	13.5	8.46	23.03	3	0	365.7	372.4	127.7	398.5	145.8	254.6	258.6	432.7	262.4	752.1	365.7	315.6	113.2	348.2	99.4	196.4	215	360.8	242.5	648.7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9Y5W7	Sorting nexin-14 OS=Homo sapiens GN=SNX14 PE=1 SV=3	0	FALSE	Human	9.37	4	4	5	4	1	946	110.1	6.7	7.31	4	0	32.5	34.9	20.3	32.3	34.4	40.7	34.9	24.2	29.7	33.1	32.5	29.6	18	28.2	23.5	31.4	29	20.2	27.4	28.5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P62701	"40S ribosomal protein S4, X isoform OS=Homo sapiens GN=RPS4X PE=1 SV=2"	0	FALSE	Human	174.424	52	16	208	10	1	263	29.6	10.15	568.15	16	8	17503.6	17716.2	14852.2	22468.8	12984.5	18635.8	10565.2	15953.7	17724.4	11482.6	17503.6	15012.9	13166	19632	8854.3	14371.3	8783	13304	16379.2	9903.9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q96IF1	LIM domain-containing protein ajuba OS=Homo sapiens GN=AJUBA PE=1 SV=1	0.008	FALSE	Human	3.487	4	2	2	1	1	538	56.9	7.14	2.12	2	0	107	55.3	67	50.3	68.4	60.3	63.5	87.5	104.2	54.3	107	46.8	59.4	44	46.6	46.5	52.8	73	96.3	46.8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P22466	Galanin peptides OS=Homo sapiens GN=GAL PE=1 SV=3	0	FALSE	Human	15.648	25	3	4	3	1	123	13.3	7.52	10.36	3	0	248.8	710	150.3	189.8	175.5	877.4	189.2	198.4	208.3	223.5	248.8	601.6	133.2	165.9	119.7	676.6	157.3	165.5	192.5	192.8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P30536	Translocator protein OS=Homo sapiens GN=TSPO PE=1 SV=3	0	FALSE	Human	10.537	13	3	27	1	1	169	18.8	9.36	60.61	3	2	3038.9	1285.7	2967.1	2798.2	4475.6	1438.8	2088.2	3982	5445.2	4013.8	3038.9	1089.5	2630.3	2444.9	3052	1109.5	1735.9	3320.7	5031.9	3461.9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8N357	Solute carrier family 35 member F6 OS=Homo sapiens GN=SLC35F6 PE=1 SV=1	0	FALSE	Human	23.168	9	3	11	3	1	371	40.2	6.93	35.5	3	0	380.9	502.2	466.4	780.4	655	526.4	404.6	728.6	693.8	810	380.9	425.6	413.5	681.9	446.7	405.9	336.3	607.6	641.1	698.6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q92581-2	Isoform 2 of Sodium/hydrogen exchanger 6 OS=Homo sapiens GN=SLC9A6	0.002	FALSE	Human	5.611	3	1	3	1	1	701	77.9	6.44	3.39	1	0																					High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P41223-2	Isoform 2 of Protein BUD31 homolog OS=Homo sapiens GN=BUD31	0	FALSE	Human	31.61	39	6	20	6	1	145	17.3	8.87	36.76	6	0	604.5	515.3	445.7	437.3	334	558.6	351	361	359.6	344.3	604.5	436.6	395.1	382.1	227.7	430.8	291.8	301	332.4	296.9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q6X4U4-2	Isoform 2 of Sclerostin domain-containing protein 1 OS=Homo sapiens GN=SOSTDC1	0	FALSE	Human	35.651	18	4	29	4	1	230	26.2	9.79	108.78	4	0	11110.7	1756.3	10142.2	847.5	784.7	937.2	1109.5	736.4	707.7	749.3	11110.7	1488.3	8990.7	740.5	535.1	722.8	922.4	614.1	654	646.3	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A8K701	"cDNA FLJ77574, highly similar to Homo sapiens iduronidase, alpha-L- (IDUA), mRNA OS=Homo sapiens PE=2 SV=1"	0	FALSE	Human	13.305	5	3	10	3	1	653	72.6	9.23	16.25	3	0	425.9	392.4	342.2	308.7	389.5	358	397.4	356.8	309.5	333.4	425.9	332.5	303.4	269.7	265.6	276.1	330.4	297.6	286.1	287.5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8TAE8	Growth arrest and DNA damage-inducible proteins-interacting protein 1 OS=Homo sapiens GN=GADD45GIP1 PE=1 SV=1	0	FALSE	Human	65.495	41	8	37	8	1	222	25.4	10.02	87.02	8	0	841.7	1093.4	810	966.2	1325.6	1079.3	665.3	1026	1600.8	1153.8	841.7	926.6	718	844.2	904	832.3	553.1	855.6	1479.3	995.2	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q59EL4	PRPF4 protein variant (Fragment) OS=Homo sapiens PE=2 SV=1	0	FALSE	Human	42.603	20	9	16	9	1	537	60	7.56	47.46	9	0	899.6	1156.9	717.6	722.8	646	1210.7	520.3	677	693.1	568.7	899.6	980.4	636.1	631.6	440.5	933.7	432.6	564.6	640.5	490.5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9UH03	Neuronal-specific septin-3 OS=Homo sapiens GN=SEPT3 PE=1 SV=3	0	FALSE	Human	29.045	23	6	19	6	1	358	40.7	7.2	18.48	6	0	179.1	366.9	187.5	433.4	256.3	308.8	901.5	190.8	181.7	192.3	179.1	310.9	166.2	378.7	174.8	238.1	749.4	159.1	167.9	165.9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q6ZRP7	Sulfhydryl oxidase 2 OS=Homo sapiens GN=QSOX2 PE=1 SV=3	0	FALSE	Human	25.413	11	7	13	7	1	698	77.5	7.72	35.84	7	0	263.1	989.2	270.3	417.8	320.7	1093.2	284.4	293.7	290.1	272.6	263.1	838.2	239.6	365	218.7	843	236.4	244.9	268.1	235.1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	J3KQV8	Synaptojanin-1 OS=Homo sapiens GN=SYNJ1 PE=1 SV=1	0	FALSE	Human	9.225	3	3	4	3	1	1612	177.4	8.22	10.22	3	0	141.6	183.1	170.3	158.2	192.1	181.7	157.8	138.2	140.4	125.2	141.6	155.1	151	138.2	131	140.1	131.2	115.3	129.7	108	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q6UWP8	Suprabasin OS=Homo sapiens GN=SBSN PE=1 SV=2	0.007	FALSE	Human	3.671	9	1	1	1	1	590	60.5	7.01	3.36	1	0																					High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8IV36	Protein HID1 OS=Homo sapiens GN=HID1 PE=1 SV=1	0	FALSE	Human	10.048	4	3	7	3	1	788	88.7	6.06	14.47	3	0	376.9	679.6	333.8	633.8	305.3	750.3	419.8	299.8	346.4	325.5	376.9	575.9	295.9	553.8	208.2	578.6	349	250	320.1	280.8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	M0R2H5	"Serine--tRNA ligase, mitochondrial OS=Homo sapiens GN=SARS2 PE=1 SV=1"	0	FALSE	Human	20.381	50	5	17	1	1	135	15.2	7.87	38.32	5	0																					Not Found	Not Found	Not Found	Not Found	Not Found	High	High	Not Found	Not Found	Not Found	
FALSE	High	IsMasterProtein	P29218-3	Isoform 3 of Inositol monophosphatase 1 OS=Homo sapiens GN=IMPA1	0	FALSE	Human	23.331	24	6	11	6	1	336	36.7	7.91	29.66	6	0	845.4	1058.2	851.3	772.8	730	1034.2	1119.8	700.2	607.6	714.5	845.4	896.7	754.7	675.2	497.8	797.5	930.9	583.9	561.5	616.2	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P78563-5	Isoform 5 of Double-stranded RNA-specific editase 1 OS=Homo sapiens GN=ADARB1	0.007	FALSE	Human	3.729	3	1	1	1	1	790	86.6	9.54	2.3	1	0	32.4	38.5	27.8	43.6	34.5	35.6	47.7	31	26.7	22.8	32.4	32.6	24.7	38.1	23.5	27.5	39.6	25.9	24.7	19.7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P60891	Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens GN=PRPS1 PE=1 SV=2	0	FALSE	Human	50.331	30	8	28	3	1	318	34.8	6.98	98.11	8	0	517.5	800.3	338.9	586.4	331.3	858.3	598.3	376.8	419	438.4	517.5	678.2	300.4	512.4	225.9	661.9	497.3	314.2	387.2	378.2	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q96CU9	FAD-dependent oxidoreductase domain-containing protein 1 OS=Homo sapiens GN=FOXRED1 PE=1 SV=2	0	FALSE	Human	16.727	8	4	7	4	1	486	53.8	7.78	14.66	4	0	798.2	870.9	576.9	1083.3	935.2	942.9	804.2	874.1	1088.9	893.7	798.2	738	511.4	946.5	637.8	727.1	668.6	728.9	1006.3	770.9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	B5MD23	Tetraspanin OS=Homo sapiens GN=TSPAN9 PE=1 SV=1	0	FALSE	Human	8.336	6	1	13	1	1	271	29.5	7.71	9.87	1	0	319.5	309	294.2	317.4	343.7	318.6	321.6	280.2	329.3	297.8	319.5	261.9	260.8	277.3	234.4	245.7	267.4	233.7	304.3	256.9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	V9HW87	"Abhydrolase domain containing 14B, isoform CRA_a OS=Homo sapiens GN=HEL-S-299 PE=2 SV=1"	0	FALSE	Human	18.579	22	3	7	3	1	210	22.3	6.4	15.1	3	0	463.6	324.8	339.4	337.6	334.1	395.9	420.1	265.6	234.4	278.2	463.6	275.2	300.9	295	227.8	305.3	349.3	221.5	216.6	239.9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P47972	Neuronal pentraxin-2 OS=Homo sapiens GN=NPTX2 PE=1 SV=2	0	FALSE	Human	31.595	18	6	15	6	1	431	47	5.63	37.92	6	0	481.9	1656.1	395.7	504.9	528.3	2875	472.4	422.1	445.9	453.3	481.9	1403.4	350.8	441.2	360.3	2217.1	392.7	352	412.1	391	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P06213	Insulin receptor OS=Homo sapiens GN=INSR PE=1 SV=4	0	FALSE	Human	10.552	5	6	10	5	1	1382	156.2	6.2	9.9	6	0	343.8	369.5	335	508.8	435.7	433	282	309.7	390.3	311.4	343.8	313.1	297	444.6	297.1	333.9	234.5	258.3	360.7	268.6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A024R5X7	"ClpX caseinolytic peptidase X homolog (E. coli), isoform CRA_a OS=Homo sapiens GN=CLPX PE=4 SV=1"	0	FALSE	Human	47.669	15	8	20	8	1	633	69.2	7.58	52.46	8	0	901.1	927.3	814.4	787.3	975.2	1024.3	648.6	1028.9	1130.1	1040.7	901.1	785.8	721.9	687.9	665	789.9	539.2	858	1044.3	897.6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q6IBS0	Twinfilin-2 OS=Homo sapiens GN=TWF2 PE=1 SV=2	0	FALSE	Human	113.696	58	17	64	14	1	349	39.5	6.84	180.02	17	3	2519.1	2303.2	2133.7	2748	2302.6	2176.5	2373.8	3194.5	2282.9	2764.6	2519.1	1951.8	1891.4	2401.1	1570.2	1678.4	1973.4	2663.9	2109.7	2384.5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9P287	BRCA2 and CDKN1A-interacting protein OS=Homo sapiens GN=BCCIP PE=1 SV=1	0.001	FALSE	Human	6.546	5	1	1	1	1	314	36	4.61	5.19	1	0	53.3	86.6	47.3	26.4	32.1	70.1	31.7	39.5	29.3	35.1	53.3	73.4	41.9	23.1	21.9	54	26.3	32.9	27.1	30.3	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	B3KTS4	"cDNA FLJ38665 fis, clone HLUNG2003378, highly similar to Rho guanine nucleotide exchange factor 16 OS=Homo sapiens PE=2 SV=1"	0.001	FALSE	Human	6.051	5	3	3	3	1	709	80.1	7.52	3.93	3	0	200.8	269.7	192.1	169.4	215.2	251.8	176.3	144.8	171.2	132.3	200.8	228.6	170.3	148	146.7	194.2	146.6	120.7	158.2	114.1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q53FP8	Calponin (Fragment) OS=Homo sapiens PE=2 SV=1	0	FALSE	Human	9.338	12	4	4	2	1	297	33.2	9.07	7.79	4	0	87.4	107	78.6	99.6	71.6	102.9	56.1	62.2	76.7	48.1	87.4	90.6	69.7	87.1	48.8	79.3	46.6	51.9	70.9	41.5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P20936	Ras GTPase-activating protein 1 OS=Homo sapiens GN=RASA1 PE=1 SV=1	0.001	FALSE	Human	6.9	3	3	4	3	1	1047	116.3	6.54	9.77	3	0	101	111.1	99.5	111.5	98.3	117.4	108.2	118.4	99.4	137.8	101	94.1	88.2	97.5	67	90.5	90	98.7	91.8	118.9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9GZP9	Derlin-2 OS=Homo sapiens GN=DERL2 PE=1 SV=1	0	FALSE	Human	30.035	17	2	25	2	1	239	27.5	7.28	69.97	2	0	299.6	382.3	291.2	350.1	298.3	324.6	277.3	278.5	304.1	281.9	299.6	324	258.2	305.9	203.4	250.3	230.5	232.2	281	243.1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q04727-3	Isoform 3 of Transducin-like enhancer protein 4 OS=Homo sapiens GN=TLE4	0.006	FALSE	Human	4.153	3	2	5	1	1	805	87.6	7.58	10.54	2	0	36.1	48.2	20.8	50.5	32.9	43.1	34.2	34.5	35.2	36	36.1	40.8	18.4	44.1	22.4	33.3	28.4	28.8	32.5	31	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9NYF8	Bcl-2-associated transcription factor 1 OS=Homo sapiens GN=BCLAF1 PE=1 SV=2	0	FALSE	Human	43.169	17	12	27	11	1	920	106.1	9.98	42.62	12	0	3292.7	2639.8	1897	973	837	3386.8	796.3	1012.7	1207.2	703.8	3292.7	2237	1681.6	850.2	570.8	2611.7	662	844.5	1115.6	607.1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q15942	Zyxin OS=Homo sapiens GN=ZYX PE=1 SV=1	0	FALSE	Human	59.708	27	10	23	10	1	572	61.2	6.67	68.09	10	0	1144	1207.3	1100.4	1710.5	1401.9	1343.5	967.8	1413.8	2060.6	1486	1144	1023.1	975.5	1494.5	956	1036	804.6	1179	1904.2	1281.7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O43242	26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens GN=PSMD3 PE=1 SV=2	0	FALSE	Human	146.738	47	24	132	24	1	534	60.9	8.44	346.48	24	0	6730.1	8772.8	5441.9	6838.7	6293	9450.7	7095.3	7194	6236.3	6464.8	6730.1	7434.2	4824.1	5975.3	4291.3	7288.1	5898.4	5999.2	5763	5576	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A0D9SF30	Neural cell adhesion molecule 1 (Fragment) OS=Homo sapiens GN=NCAM1 PE=1 SV=1	0	FALSE	Human	27.698	10	3	17	1	1	468	47.1	4.68	59.56	3	0	22	35.9	28.5	116.9	8.9	33.4	66.9	16.1	18.4	11.2	22	30.4	25.2	102.1	6	25.7	55.7	13.4	17	9.7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q12904-2	Isoform 2 of Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens GN=AIMP1	0	FALSE	Human	74.486	40	10	65	9	1	336	37	8.65	181.67	10	0	3239.5	5158.2	2462.5	3196.7	3702.6	5081.1	4125.5	2957.4	3018.7	2903.1	3239.5	4371.1	2183	2793.1	2524.9	3918.3	3429.6	2466.3	2789.6	2504	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q99727	Metalloproteinase inhibitor 4 OS=Homo sapiens GN=TIMP4 PE=2 SV=1	0.008	FALSE	Human	3.471	8	1	1	1	1	224	25.5	7.8	2.45	1	0	24.9	49.3	27.6	13.2	21	29.3	14.8	22.9	14.6	15.6	24.9	41.7	24.5	11.5	14.3	22.6	12.3	19.1	13.5	13.5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P16152	Carbonyl reductase [NADPH] 1 OS=Homo sapiens GN=CBR1 PE=1 SV=3	0	FALSE	Human	224.715	67	15	158	12	1	277	30.4	8.32	533.48	15	4	8585.3	6653.8	7314.1	5529.2	9764.9	6650.5	24512.7	8377.7	7025.1	8739.8	8585.3	5638.5	6483.7	4831.1	6658.8	5128.6	20377.6	6986.2	6491.9	7538.2	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8TDW0	Volume-regulated anion channel subunit LRRC8C OS=Homo sapiens GN=LRRC8C PE=1 SV=2	0	FALSE	Human	26.259	12	7	16	6	1	803	92.4	7.62	42.4	7	0	163	208.3	178	246.1	212.9	198.7	181.2	234.3	247.4	240.7	163	176.5	157.8	215.1	145.2	153.2	150.6	195.4	228.6	207.6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O75410-2	Isoform 2 of Transforming acidic coiled-coil-containing protein 1 OS=Homo sapiens GN=TACC1	0	FALSE	Human	12.856	7	6	7	4	1	817	89.2	4.88	14.15	6	2	728.5	780.4	600.2	755.7	724.1	750.5	590.6	783.4	705	651.7	728.5	661.3	532.1	660.3	493.8	578.7	491	653.3	651.5	562.1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A5YAK2	Apolipoprotein C-IV OS=Homo sapiens GN=APOC4 PE=2 SV=1	0.007	FALSE	Human	3.908	9	1	1	1	1	127	14.6	9.13	2.13	1	0	49.6	39.6	32.9	44.4	43.3	34	143.4	50.4	39.9	46.5	49.6	33.5	29.1	38.8	29.5	26.2	119.2	42	36.9	40.1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9Y375	"Complex I intermediate-associated protein 30, mitochondrial OS=Homo sapiens GN=NDUFAF1 PE=1 SV=2"	0	FALSE	Human	10.79	11	4	9	4	1	327	37.7	7.64	10.33	4	0	67.6	60.1	54.3	53.8	64.3	58.9	49.6	66.9	64.3	54.4	67.6	50.9	48.1	47	43.8	45.4	41.2	55.8	59.4	46.9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A0A024R152	"HCG28765, isoform CRA_b OS=Homo sapiens GN=hCG_28765 PE=4 SV=1"	0.001	FALSE	Human	7.808	5	3	3	3	1	1337	147.1	5.01	5.36	3	0	38.4	59.3	39.5	51.2	29.9	48.1	37.1	36.4	50.1	48.9	38.4	50.2	35	44.7	20.4	37.1	30.8	30.4	46.3	42.2	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P62306	Small nuclear ribonucleoprotein F OS=Homo sapiens GN=SNRPF PE=1 SV=1	0	FALSE	Human	18.542	24	2	30	2	1	86	9.7	4.67	66.34	2	0	2146.2	2135.7	1496.2	1375	1029.9	2079.7	1060.5	1332	1316.1	1123.4	2146.2	1809.8	1326.3	1201.4	702.3	1603.8	881.6	1110.8	1216.2	968.9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	A8KA33	"cDNA FLJ76690, highly similar to Homo sapiens neuronal protein isoform a mRNA OS=Homo sapiens PE=2 SV=1"	0	FALSE	Human	10.985	8	4	6	3	1	696	77.1	5.83	10.74	4	0	148.3	135.1	122.5	158	120.9	117.4	124.4	126.1	128.3	111.1	148.3	114.4	108.6	138.1	82.5	90.5	103.4	105.2	118.6	95.8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8TDM6	Disks large homolog 5 OS=Homo sapiens GN=DLG5 PE=1 SV=4	0	FALSE	Human	39.46	6	8	14	8	1	1919	213.7	7.42	34.88	8	0	362.6	534.9	341.8	344.2	481.9	520	453.6	373.5	561.3	374.3	362.6	453.3	303	300.8	328.6	401	377.1	311.5	518.7	322.8	High	High	High	High	High	High	High	High	High	High	
