Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Contaminant	Marked as	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	"Abundance Ratio: (F1, 126) / (F1, 131)"	"Abundance Ratio: (F1, 127N) / (F1, 131)"	"Abundance Ratio: (F1, 127C) / (F1, 131)"	"Abundance Ratio: (F1, 128N) / (F1, 131)"	"Abundance Ratio: (F1, 128C) / (F1, 131)"	"Abundance Ratio: (F1, 129N) / (F1, 131)"	"Abundance Ratio: (F1, 129C) / (F1, 131)"	"Abundance Ratio: (F1, 130N) / (F1, 131)"	"Abundance Ratio: (F1, 130C) / (F1, 131)"	"Abundances (Normalized): F1: 126, Sample, CON1, n/a, n/a, n/a"	"Abundances (Normalized): F1: 127N, Sample, CON2, n/a, n/a, n/a"	"Abundances (Normalized): F1: 127C, Sample, CON3, n/a, n/a, n/a"	"Abundances (Normalized): F1: 128N, Sample, n/a, T24h-1, n/a, n/a"	"Abundances (Normalized): F1: 128C, Sample, n/a, T24h-2, n/a, n/a"	"Abundances (Normalized): F1: 129N, Sample, n/a, T24h-3, n/a, n/a"	"Abundances (Normalized): F1: 129C, Sample, n/a, n/a, T48h-1, n/a"	"Abundances (Normalized): F1: 130N, Sample, n/a, n/a, T48h-2, n/a"	"Abundances (Normalized): F1: 130C, Sample, n/a, n/a, T48h-3, n/a"	"Abundances (Normalized): F1: 131, Sample, n/a, n/a, n/a, GIS"	"Abundance: F1: 126, Sample, CON1, n/a, n/a, n/a"	"Abundance: F1: 127N, Sample, CON2, n/a, n/a, n/a"	"Abundance: F1: 127C, Sample, CON3, n/a, n/a, n/a"	"Abundance: F1: 128N, Sample, n/a, T24h-1, n/a, n/a"	"Abundance: F1: 128C, Sample, n/a, T24h-2, n/a, n/a"	"Abundance: F1: 129N, Sample, n/a, T24h-3, n/a, n/a"	"Abundance: F1: 129C, Sample, n/a, n/a, T48h-1, n/a"	"Abundance: F1: 130N, Sample, n/a, n/a, T48h-2, n/a"	"Abundance: F1: 130C, Sample, n/a, n/a, T48h-3, n/a"	"Abundance: F1: 131, Sample, n/a, n/a, n/a, GIS"	"Abundances Count: F1: 126, Sample, CON1, n/a, n/a, n/a"	"Abundances Count: F1: 127N, Sample, CON2, n/a, n/a, n/a"	"Abundances Count: F1: 127C, Sample, CON3, n/a, n/a, n/a"	"Abundances Count: F1: 128N, Sample, n/a, T24h-1, n/a, n/a"	"Abundances Count: F1: 128C, Sample, n/a, T24h-2, n/a, n/a"	"Abundances Count: F1: 129N, Sample, n/a, T24h-3, n/a, n/a"	"Abundances Count: F1: 129C, Sample, n/a, n/a, T48h-1, n/a"	"Abundances Count: F1: 130N, Sample, n/a, n/a, T48h-2, n/a"	"Abundances Count: F1: 130C, Sample, n/a, n/a, T48h-3, n/a"	"Abundances Count: F1: 131, Sample, n/a, n/a, n/a, GIS"	"Found in Sample: [S1] F1: 126, Sample, CON1, n/a, n/a, n/a"	"Found in Sample: [S2] F1: 127N, Sample, CON2, n/a, n/a, n/a"	"Found in Sample: [S3] F1: 127C, Sample, CON3, n/a, n/a, n/a"	"Found in Sample: [S4] F1: 128N, Sample, n/a, T24h-1, n/a, n/a"	"Found in Sample: [S5] F1: 128C, Sample, n/a, T24h-2, n/a, n/a"	"Found in Sample: [S6] F1: 129N, Sample, n/a, T24h-3, n/a, n/a"	"Found in Sample: [S7] F1: 129C, Sample, n/a, n/a, T48h-1, n/a"	"Found in Sample: [S8] F1: 130N, Sample, n/a, n/a, T48h-2, n/a"	"Found in Sample: [S9] F1: 130C, Sample, n/a, n/a, T48h-3, n/a"	"Found in Sample: [S10] F1: 131, Sample, n/a, n/a, n/a, GIS"	Modifications
FALSE	High	IsMasterProtein	O75643	U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2	0	FALSE	Human	854.331	58	112	650	111	1	2136	244.4	6.06	2360.27	112	1	1.032	0.992	1.015	1.072	0.978	1.017	1.024	0.958	0.959	76392.1	73487.6	75135.3	79359.7	72433.5	75289	75822.3	70956.6	71020.9	74051.6	76392.1	72036.6	73757.6	78559.6	65819.9	74579.7	71524.5	63659	67230.8	66044.3	119	119	119	119	119	119	119	119	119	119	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P49792	E3 SUMO-protein ligase RanBP2 OS=Homo sapiens GN=RANBP2 PE=1 SV=2	0	FALSE	Human	846.372	52	136	383	92	1	3224	358	6.2	1293.66	136	44	1.019	0.988	1.011	1.056	0.968	1.024	1.021	0.97	0.965	56388	54664.5	55918.8	58436.3	53569.3	56638.4	56493.5	53660.6	53363.4	55313.1	56388	53585.1	54893.4	57847.2	48678.1	56104.8	53291.3	48141.8	50515.6	49332	134	134	134	134	134	134	134	134	134	134	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P46940	Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1	0	FALSE	Human	841.195	63	86	1142	83	1	1657	189.1	6.48	4128.39	86	4	0.981	0.99	0.999	0.923	1.025	0.978	0.967	1.029	1.021	108298.2	109296.7	110304.3	101941.9	113138	107976.1	106736.1	113566.7	112762	110413.2	108298.2	107138.6	108281.7	100914.2	102807.9	106958.9	100686	101886.8	106744.3	98474.1	99	99	99	99	99	99	99	99	99	99	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P12270	Nucleoprotein TPR OS=Homo sapiens GN=TPR PE=1 SV=3	0	FALSE	Human	813.998	53	118	419	117	1	2363	267.1	5.02	1485.78	118	1	1.006	0.985	1.012	1.078	0.96	1.029	1.039	0.956	0.97	62572.9	61252.6	62934.7	67013.9	59658.3	63961.8	64598	59419.4	60337.7	62172.4	62572.9	60043.2	61780.7	66338.3	54211.2	63359.2	60936.4	53308.4	57117.7	55449.6	121	121	121	121	121	121	121	121	121	121	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P07814	Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens GN=EPRS PE=1 SV=5	0	FALSE	Human	802.266	65	91	792	90	1	1512	170.5	7.33	2815.15	91	1	0.998	0.997	0.992	0.939	1.019	0.988	0.977	1.042	1.012	89523.2	89407.3	88976.9	84220.8	91425.2	88578.2	87621.6	93431.1	90725.7	89682.7	89523.2	87641.9	87345.3	83371.7	83077.7	87743.7	82654.9	83822.1	85884	79985.2	107	107	107	107	107	107	107	107	107	107	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q6P2Q9	Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens GN=PRPF8 PE=1 SV=2	0	FALSE	Human	781.744	53	109	644	108	1	2335	273.4	8.84	2091.8	109	1	1.02	0.987	1	1.067	0.979	1.01	1.028	0.955	0.951	73219.8	70889.1	71818.5	76611.2	70292.7	72503.7	73795.9	68554.6	68299.4	71817.8	73219.8	69489.4	70501.6	75838.8	63874.6	71820.6	69612.9	61504	64654.5	64052.1	120	120	120	120	120	120	120	120	120	120	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P46013-2	Isoform Short of Antigen KI-67 OS=Homo sapiens GN=MKI67	0	FALSE	Human	781.444	54	121	310	1	1	2896	319.2	9.51	1145.39	121	0	0.888	0.738	0.878	0.927	1.165	1.038	0.89	1.159	1.275	34.3	28.6	33.9	35.9	45.1	40.2	34.4	44.8	49.3	38.7	34.3	28	33.3	35.5	41	39.8	32.5	40.2	46.7	34.5	1	1	1	1	1	1	1	1	1	1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P42704	"Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens GN=LRPPRC PE=1 SV=3"	0	FALSE	Human	747.267	67	88	993	88	1	1394	157.8	6.13	3538.16	88	0	1.013	0.974	1.007	1.096	0.97	1.042	1.036	0.926	0.937	128813.8	123752	128048.2	139379.6	123343.8	132455.3	131648.9	117734.3	119069.7	127118.8	128813.8	121308.5	125700.2	137974.4	112081.9	131207.5	124186.7	105625.7	112715.4	113373.3	99	99	99	99	99	99	99	99	99	99	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P08238	Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4	0	FALSE	Human	739.733	75	68	3029	20	1	724	83.2	5.03	11504.66	68	27	0.962	0.989	0.951	0.89	1.04	0.964	0.953	1.058	1.048	173654.8	178628.6	171702.3	160752.8	187670.3	173958.2	172132.8	190981.2	189152.5	180532.8	173654.8	175101.6	168553.8	159132.1	170535.1	172319.3	162375.8	171339.5	179058.1	161011.6	52	52	52	52	52	52	52	52	52	52	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P35580-3	Isoform 3 of Myosin-10 OS=Homo sapiens GN=MYH10	0	FALSE	Human	739.13	54	110	528	80	1	1997	231.2	5.53	1969.94	110	5	0.974	0.991	0.986	0.979	1.011	1.01	1.005	1.026	1.032	35673.6	36311.4	36107.9	35839.7	37023.9	36990.8	36800.9	37595.5	37814	36626.2	35673.6	35594.4	35445.7	35478.4	33643.5	36642.3	34715	33729	35796	32665.8	87	87	87	87	87	87	87	87	87	87	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O43707	Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2	0	FALSE	Human	727.666	73	66	1617	38	1	911	104.8	5.44	6227.88	66	32	1.015	1.035	1.025	0.929	1.007	0.981	0.976	1.011	0.998	199949.1	203778.7	201944.4	182947.3	198423.4	193192.5	192157.3	199215.6	196547.6	196965.5	199949.1	199755.1	198241.4	181102.8	180306.3	191372.5	181265.3	178727	186058.6	175667.4	75	75	75	75	75	75	75	75	75	75	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P07900-2	Isoform 2 of Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1	0	FALSE	Human	725.019	64	68	2998	42	1	854	98.1	5.16	11468.27	68	28	0.969	1.037	0.959	0.902	1.025	0.965	0.962	1.044	1.049	331145.6	354624.1	327759	308481.7	350482.8	329918.7	329006.1	356734.9	358587.5	341834.5	331145.6	347622	321748.9	305371.6	318482	326810.5	310357.1	320046	339451	304871.6	77	77	77	77	77	77	77	77	77	77	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9P2E9	Ribosome-binding protein 1 OS=Homo sapiens GN=RRBP1 PE=1 SV=4	0	FALSE	Human	699.008	74	88	491	2	1	1410	152.4	8.6	1846.75	88	91	1.036	1.021	1.04	1.113	0.941	1.049	1.043	0.96	0.959	87334.9	86091.8	87735.3	93827.6	79322.8	88432.3	88006.3	80925.8	80889.5	84338.2	87334.9	84391.9	86126.5	92881.7	72080.3	87599.2	83017.8	72602.9	76572.7	75218.6	93	93	93	93	93	93	93	93	93	93	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P13639	Elongation factor 2 OS=Homo sapiens GN=EEF2 PE=1 SV=4	0	FALSE	Human	692.379	76	60	1983	59	1	858	95.3	6.83	7079.47	60	1	0.977	1.019	0.961	0.884	1.071	0.958	0.975	1.075	1.047	236907.8	247137.6	233190	214384.1	259675.2	232380.7	236567.1	260623.3	253872.3	242550.8	236907.8	242257.8	228914	212222.7	235965.6	230191.5	223157.8	233819.2	240324.1	216323.5	71	71	71	71	71	71	71	71	71	71	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P10809	"60 kDa heat shock protein, mitochondrial OS=Homo sapiens GN=HSPD1 PE=1 SV=2"	0	FALSE	Human	689.34	83	47	3175	47	1	573	61	5.87	12680.54	47	0	0.988	0.984	0.981	1.07	0.958	1.044	1.019	0.918	0.944	239432.2	238354.8	237653.3	259277.5	232012.5	252827.8	246956.2	222283	228792.3	242247.9	239432.2	233648.5	233295.4	256663.5	210828.6	250446	232958	199422	216582.5	216053.4	63	63	63	63	63	63	63	63	63	63	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q13439	Golgin subfamily A member 4 OS=Homo sapiens GN=GOLGA4 PE=1 SV=1	0	FALSE	Human	681.269	54	119	270	1	1	2230	261	5.39	925.06	119	0	0.971	0.964	1.035	1.008	1.042	1.052	0.992	0.888	1.038	71.8	71.3	76.6	74.6	77.1	77.8	73.4	65.7	76.8	74	71.8	69.9	75.2	73.8	70.1	77.1	69.2	58.9	72.7	66	1	1	1	1	1	1	1	1	1	1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9P2E9-2	Isoform 1 of Ribosome-binding protein 1 OS=Homo sapiens GN=RRBP1	0	FALSE	Human	681.16	74	87	479	1	1	1407	152.1	8.66	1770	87	0	0.996	0.991	1.088	1.084	1.017	1.041	1.068	0.962	1.028	526.9	523.9	575.3	573.1	537.5	550.3	564.6	508.5	543.6	528.8	526.9	513.6	564.7	567.3	488.4	545.1	532.6	456.2	514.6	471.6	1	1	1	1	1	1	1	1	1	1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q13439-3	Isoform 3 of Golgin subfamily A member 4 OS=Homo sapiens GN=GOLGA4	0	FALSE	Human	679.192	54	119	268	1	1	2223	260.2	5.4	918.28	119	117	0.991	0.98	1.02	0.99	0.976	0.992	0.993	1.012	1.012	42994.1	42526.2	44265.1	42974.6	42353.3	43062.7	43089.5	43919.7	43922.6	43397.4	42994.1	41686.5	43453.4	42541.3	38486.3	42657	40647.1	39402.7	41578.6	38704.8	118	118	118	118	118	118	118	118	118	118	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q86UP2	Kinectin OS=Homo sapiens GN=KTN1 PE=1 SV=1	0	FALSE	Human	672.401	68	95	442	94	1	1357	156.2	5.64	1695.09	95	1	1.003	0.991	1.021	1.058	0.955	1.043	1.03	0.971	0.976	66585.4	65779.3	67765	70224.1	63360.2	69224.1	68372.3	64435.7	64779.5	66370.5	66585.4	64480.5	66522.4	69516.1	57575.1	68571.9	64496.7	57808.7	61322.5	59193.8	101	101	101	101	101	101	101	101	101	101	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9UPN3-2	"Isoform 2 of Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens GN=MACF1"	0	FALSE	Human	662.595	31	146	221	3	1	5430	620	5.38	720.15	146	138	0.988	0.982	0.999	0.939	1.01	0.983	0.97	1.047	1.047	28638.8	28443.3	28949.2	27205.7	29264.8	28468.4	28104.6	30335.2	30332.1	28972.5	28638.8	27881.7	28418.4	26931.4	26592.8	28200.2	26511.6	27215.3	28713.4	25839.7	141	141	141	141	141	141	141	141	141	141	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P55072	Transitional endoplasmic reticulum ATPase OS=Homo sapiens GN=VCP PE=1 SV=4	0	FALSE	Human	660.204	79	58	1020	58	1	806	89.3	5.26	3998.2	58	0	1.008	1.004	1.005	0.967	0.994	0.994	0.995	0.985	0.989	105345.7	104907.5	105000.8	101080.6	103906	103882.9	103996.8	102962.3	103311.2	104488.4	105345.7	102836.1	103075.4	100061.5	94418.9	102904.2	98101.9	92373	97797.9	93190	68	68	68	68	68	68	68	68	68	68	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q04637-8	Isoform 8 of Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1	0	FALSE	Human	659.938	49	77	678	1	1	1600	175.5	5.33	2092.37	77	0	0.998	0.98	0.963	0.924	1.022	0.98	0.962	1.089	1.086	1232.3	1210	1188.2	1140.3	1261.1	1209.2	1186.9	1344.7	1340.2	1234.4	1232.3	1186.1	1166.5	1128.8	1146	1197.8	1119.6	1206.4	1268.7	1100.9	1	1	1	1	1	1	1	1	1	1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q04637	Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1 PE=1 SV=4	0	FALSE	Human	658.396	49	77	678	1	1	1599	175.4	5.33	2091.52	77	87	0.989	0.987	0.989	0.914	1.041	0.975	0.967	1.064	1.037	96959.8	96706.2	96886.6	89551.5	101965.5	95525.7	94752.4	104225.7	101655.6	97995.6	96959.8	94796.7	95110	88648.6	92655.6	94625.8	89381.6	93506.5	96230.6	87399.2	88	88	88	88	88	88	88	88	88	88	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P05783	"Keratin, type I cytoskeletal 18 OS=Homo sapiens GN=KRT18 PE=1 SV=2"	0	FALSE	Human	655.261	94	60	8685	41	1	430	48	5.45	39306.44	60	21	0.995	1.053	1.027	1.075	0.901	1.029	1.017	0.92	0.94	783076.8	828364.8	808208.2	846017.2	708616.7	809779.1	799731.4	724062.4	739912.5	786732.1	783076.8	812008.6	793388.1	837487.7	643916.5	802150.3	754400.3	649595.3	700426.1	701661.9	71	71	71	71	71	71	71	71	71	71	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9UPN3	"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens GN=MACF1 PE=1 SV=4"	0	FALSE	Human	653.163	22	145	226	0	1	7388	837.8	5.39	734.38	145	1	1.183	1.088	1.075	1.042	1.159	1.013	1.013	0.916	0.993	399.1	367	362.7	351.5	391	341.9	341.8	308.9	334.9	337.4	399.1	359.8	356.1	347.9	355.3	338.7	322.4	277.1	317	300.9	1	1	1	1	1	1	1	1	1	1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q63HN8	E3 ubiquitin-protein ligase RNF213 OS=Homo sapiens GN=RNF213 PE=1 SV=3	0	FALSE	Human	651.715	28	130	239	127	1	5207	591	6.48	784.48	130	3	0.965	0.974	0.985	0.96	1.027	0.996	1.016	1.04	1.03	31519.9	31829.5	32174.1	31348.3	33547.6	32542.6	33186.3	33977.8	33626.8	32662.8	31519.9	31201	31584.1	31032.3	30484.6	32236.1	31305.2	30483.4	31832.3	29130.9	126	126	126	126	126	126	126	126	126	126	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q14839-2	Isoform 2 of Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens GN=CHD4	0	FALSE	Human	639.594	50	85	496	64	1	1940	220.7	5.97	1706.04	85	24	1.019	0.96	1.002	1.043	0.991	1.027	1.016	0.986	0.99	49250.8	46413	48401.4	50422	47882.8	49652.7	49118.7	47629.6	47834.1	48323.9	49250.8	45496.6	47513.9	49913.6	43510.9	49184.9	46334.5	42731	45281.4	43098.6	98	98	98	98	98	98	98	98	98	98	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P12814	Alpha-actinin-1 OS=Homo sapiens GN=ACTN1 PE=1 SV=2	0	FALSE	Human	623.627	69	55	1152	35	1	892	103	5.41	4265.21	55	2	1.003	1.041	1.026	0.933	1.008	0.975	0.972	1.012	0.993	82809.1	85961.3	84678.7	77070.2	83228.7	80478.7	80223.8	83593.9	81976.2	82567.1	82809.1	84264	83125.9	76293.2	75629.5	79720.5	75676.5	74996.6	77601.4	73639	45	45	45	45	45	45	45	45	45	45	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9BYK8	Helicase with zinc finger domain 2 OS=Homo sapiens GN=HELZ2 PE=1 SV=6	0	FALSE	Human	623.126	48	96	262	96	1	2649	294.5	7.49	952.06	96	0	0.986	0.988	0.986	0.987	1.03	1.016	1.008	1.035	1.018	27293.7	27360.1	27301.7	27321.6	28510	28138	27898.3	28651.6	28192.5	27683.1	27293.7	26819.9	26801.1	27046.1	25906.9	27872.9	26316.9	25704.9	26688	24689.7	97	97	97	97	97	97	97	97	97	97	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P14625	Endoplasmin OS=Homo sapiens GN=HSP90B1 PE=1 SV=1	0	FALSE	Human	618.136	69	62	1455	60	1	803	92.4	4.84	4789.26	62	0	1.017	1	1.009	1.082	0.945	1.045	1.042	0.909	0.927	158267.8	155624.1	157006.3	168287.5	146975.5	162639.1	162034.4	141407.8	144238.4	155574.7	158267.8	152551.3	154127.3	166590.8	133555.9	161106.9	152849.8	126864.6	136540.9	138752.2	71	71	71	71	71	71	71	71	71	71	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q02880	DNA topoisomerase 2-beta OS=Homo sapiens GN=TOP2B PE=1 SV=3	0	FALSE	Human	617.912	57	92	410	76	1	1626	183.2	8	1355.03	92	19	1.004	0.977	1.005	1.118	0.968	1.01	1.024	0.953	0.955	59733.6	58147.3	59792	66543.6	57586.5	60129.3	60923.9	56742.3	56862.4	59520.6	59733.6	56999.2	58695.6	65872.7	52328.6	59562.9	57470.6	50906.5	53827.9	53084.6	97	97	97	97	97	97	97	97	97	97	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O60437	Periplakin OS=Homo sapiens GN=PPL PE=1 SV=4	0	FALSE	Human	613.775	61	107	318	106	1	1756	204.6	5.6	1121.6	107	1	1.003	1.02	1.05	1.038	0.918	1.026	1.009	0.972	0.976	44337.1	45075.8	46423.7	45898	40589.5	45349.2	44609.1	42941.4	43133.8	44200.3	44337.1	44185.8	45572.4	45435.2	36883.5	44922	42080.5	38525	40831.9	39420.9	105	105	105	105	105	105	105	105	105	105	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P11142	Heat shock cognate 71 kDa protein OS=Homo sapiens GN=HSPA8 PE=1 SV=1	0	FALSE	Human	611.322	79	55	2191	19	1	646	70.9	5.52	8401.05	55	41	0.97	1.022	0.968	0.944	1.001	0.979	0.961	1.01	1.018	287663.1	303115.7	287312.3	279977.7	297108.1	290560.2	285141.3	299586.7	302072.9	296704.8	287663.1	297130.6	282043.9	277155	269980.6	287822.9	268978.7	268775.3	285952.4	264621.8	64	64	64	64	64	64	64	64	64	64	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P14618	Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4	0	FALSE	Human	608.165	76	47	3693	5	1	531	57.9	7.84	15789.65	47	51	0.979	1.025	0.961	0.871	1.072	0.959	0.97	1.058	1.045	418090.9	437652.3	410362	371952.4	457620	409227.3	414016	451742.4	446320.1	426902	418090.9	429010.8	402837.2	368202.3	415837	405372	390548.3	405282.4	422501.7	380740.6	56	56	56	56	56	56	56	56	56	56	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9Y4L1	Hypoxia up-regulated protein 1 OS=Homo sapiens GN=HYOU1 PE=1 SV=1	0	FALSE	Human	596.317	66	55	728	55	1	999	111.3	5.22	2785.97	55	0	1.021	0.997	1.013	1.083	0.955	1.058	1.046	0.92	0.932	78153.5	76312.3	77592.5	82951.3	73151.7	80994.2	80122.2	70409.3	71339	76564.3	78153.5	74805.5	76169.7	82115	66472.6	80231.1	75580.7	63168	67531.9	68285.3	63	63	63	63	63	63	63	63	63	63	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q08211	ATP-dependent RNA helicase A OS=Homo sapiens GN=DHX9 PE=1 SV=4	0	FALSE	Human	595.4	55	57	1080	57	1	1270	140.9	6.84	4308.16	57	0	1.006	0.979	1.003	1.084	0.983	1.014	1.024	0.948	0.963	90049.3	87689.9	89807.4	97044.3	87989.7	90810.4	91677.3	84907.6	86179.5	89536.5	90049.3	85958.5	88160.6	96065.9	79955.9	89954.9	86480.8	76175.2	81580.4	79854.8	70	70	70	70	70	70	70	70	70	70	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q99996-6	Isoform 6 of A-kinase anchor protein 9 OS=Homo sapiens GN=AKAP9	0	FALSE	Human	572.122	33	114	199	111	1	3929	455.1	4.98	613.46	114	3	0.988	0.996	0.999	0.951	1.002	0.995	0.983	1.041	1.036	26302	26527.6	26606.5	25317.3	26674.3	26483.6	26181.8	27704.5	27569.8	26622.6	26302	26003.8	26118.6	25062	24238.8	26234.1	24697.8	24855.2	26098.5	23743.9	114	114	114	114	114	114	114	114	114	114	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P27708	CAD protein OS=Homo sapiens GN=CAD PE=1 SV=3	0	FALSE	Human	564.943	51	80	300	79	1	2225	242.8	6.46	1146.26	80	0	0.991	0.995	0.972	0.928	1.047	0.973	0.993	1.046	1.023	36539.9	36701	35845.5	34226.2	38614.9	35885.5	36633.6	38589.7	37729.5	36889.2	36539.9	35976.3	35188.2	33881.1	35089.2	35547.4	34557.1	34620.9	35716	32900.3	81	81	81	81	81	81	81	81	81	81	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P16615	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens GN=ATP2A2 PE=1 SV=1	0	FALSE	Human	563.366	54	55	879	47	1	1042	114.7	5.34	3221.15	55	11	1.005	0.982	1.02	1.099	0.97	1.032	1.031	0.945	0.95	78095.5	76264.1	79212.1	85338.2	75344	80166.5	80115.2	73408.3	73793.9	77668.8	78095.5	74758.3	77759.6	84477.8	68464.7	79411.3	75574	65858.5	69855.8	69270.4	66	66	66	66	66	66	66	66	66	66	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	E7EVA0	Microtubule-associated protein OS=Homo sapiens GN=MAP4 PE=1 SV=1	0	FALSE	Human	560.507	37	72	347	37	1	2297	245.3	6.23	1160.82	72	42	1.039	1.03	1.029	0.927	1.003	1.011	1.011	1.042	1.003	55250.7	54794.7	54729.3	49290.5	53361.3	53757	53782.9	55406	53349.8	53194.9	55250.7	53712.8	53725.7	48793.6	48489.2	53250.6	50734.4	49707.7	50502.7	47442.9	84	84	84	84	84	84	84	84	84	84	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P05023	Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens GN=ATP1A1 PE=1 SV=1	0	FALSE	Human	556.216	53	56	834	39	1	1023	112.8	5.49	2921.42	56	22	1.008	1.001	1.006	1.042	0.985	1.029	1.006	0.966	0.975	88527.8	87874.6	88318.5	91488.5	86500.9	90306.4	88309	84838.6	85567.2	87799	88527.8	86139.5	86699	90566.1	78602.9	89455.6	83303.4	76113.3	81000.8	78305.2	67	67	67	67	67	67	67	67	67	67	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q14152	Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens GN=EIF3A PE=1 SV=1	0	FALSE	Human	555.666	55	87	410	87	1	1382	166.5	6.79	1360.21	87	0	1.002	1.003	0.992	0.913	1.059	0.971	0.976	1.075	1.051	54248.7	54297.1	53671.6	49411.6	57325.5	52561.4	52841	58201	56878.2	54127.5	54248.7	53225	52687.4	48913.5	52091.4	52066.2	49845.8	52215.2	53842.8	48274.6	98	98	98	98	98	98	98	98	98	98	High	High	High	High	High	High	High	High	High	High	
