CON1	CON2	CON3	shRNA1	shRNA2	shRNA3	Accession	Description	Genename
3639	3493.3	3467.1	3001.8	3096.8	3081.3	Q8NAP3	Zinc finger and BTB domain-containing protein 38 OS=Homo sapiens GN=ZBTB38 PE=1 SV=2	ZBTB38
595.7	606.6	596.8	491.5	529.7	515.3	E7EPH8	GRAM domain-containing protein 1B OS=Homo sapiens GN=GRAMD1B PE=1 SV=1	GRAMD1B
278.8	269.2	278.5	230.1	272.1	229.5	Q7Z406-2	Isoform 2 of Myosin-14 OS=Homo sapiens GN=MYH14	MYH14
168.8	165	163.5	139.4	161.5	179.2	H7C2T5	GDP-fucose protein O-fucosyltransferase 2 (Fragment) OS=Homo sapiens GN=POFUT2 PE=4 SV=1	POFUT2
70.2	58.5	58.8	58	57.9	53.7	P78337	Pituitary homeobox 1 OS=Homo sapiens GN=PITX1 PE=1 SV=2	PITX1
682	657.9	671.5	563.3	560.3	554	Q9H7M9	Platelet receptor Gi24 OS=Homo sapiens GN=C10orf54 PE=1 SV=3	C10orf54
69.1	70.7	67.9	57.1	65.4	62.5	F8W0Q9	Periphilin-1 OS=Homo sapiens GN=PPHLN1 PE=1 SV=1	PPHLN1
995.1	1058.3	969.3	823	939.6	860.5	P01034	Cystatin-C OS=Homo sapiens GN=CST3 PE=1 SV=1	CST3
1072.5	1113.7	1084.8	887.1	1019.2	943.7	Q8TDB6	E3 ubiquitin-protein ligase DTX3L OS=Homo sapiens GN=DTX3L PE=1 SV=1	DTX3L
601.2	587.6	572.7	497.6	545.8	501.8	Q9H694	Protein bicaudal C homolog 1 OS=Homo sapiens GN=BICC1 PE=1 SV=2	BICC1
640.8	643.2	607.1	530.4	613.5	565.6	Q96N21	AP-4 complex accessory subunit tepsin OS=Homo sapiens GN=ENTHD2 PE=1 SV=1	ENTHD2
93.6	87.5	89.9	77.5	90.9	90.5	P51817	cAMP-dependent protein kinase catalytic subunit PRKX OS=Homo sapiens GN=PRKX PE=1 SV=1	PRKX
2402.8	2402.8	2403.2	1989.7	2118.8	2077.3	O95865	"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2 OS=Homo sapiens GN=DDAH2 PE=1 SV=1"	DDAH2
5071	4942.4	5123.5	4202.1	4284.1	4222.8	P06396	Gelsolin OS=Homo sapiens GN=GSN PE=1 SV=1	GSN
232.7	235.4	215.3	192.9	205.4	217.1	Q9UM11	Fizzy-related protein homolog OS=Homo sapiens GN=FZR1 PE=1 SV=2	FZR1
940.7	899	879	780	897.5	877.2	Q96C23	Aldose 1-epimerase OS=Homo sapiens GN=GALM PE=1 SV=1	GALM
648.5	644.2	669.4	537.8	594	561.1	P30501	"HLA class I histocompatibility antigen, Cw-2 alpha chain OS=Homo sapiens GN=HLA-C PE=1 SV=1"	HLA-C
355.9	373.4	348.6	295.3	378	329.2	P29692-3	Isoform 3 of Elongation factor 1-delta OS=Homo sapiens GN=EEF1D	EEF1D
1878.5	1823.5	1863.1	1558.9	1588.8	1617	E7EVY3	Calpastatin OS=Homo sapiens GN=CAST PE=1 SV=1	CAST
412.1	437.1	415.5	342.2	408.3	387.4	Q1MSJ5	Centrosome and spindle pole-associated protein 1 OS=Homo sapiens GN=CSPP1 PE=1 SV=4	CSPP1
4352	4180.2	4194.4	3614	3743.8	3801.4	P17931	Galectin-3 OS=Homo sapiens GN=LGALS3 PE=1 SV=5	LGALS3
3142.8	3216	3013.9	2610.5	2835.4	2687.5	Q12929	Epidermal growth factor receptor kinase substrate 8 OS=Homo sapiens GN=EPS8 PE=1 SV=1	EPS8
394.4	398.4	372.6	328	413.6	382.7	H7BY16	Nucleolin (Fragment) OS=Homo sapiens GN=NCL PE=1 SV=3	NCL
4356.7	4351.5	4255.5	3624	4279.1	4185.9	P62942	Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Homo sapiens GN=FKBP1A PE=1 SV=2	FKBP1A
328.5	348.5	318.7	273.5	331.1	294	F6R0L0	SUMO-interacting motif-containing protein 1 OS=Homo sapiens GN=SIMC1 PE=1 SV=1	SIMC1
1869.1	1838.8	1768.6	1556.5	1697.7	1649.4	Q9H8W4	Pleckstrin homology domain-containing family F member 2 OS=Homo sapiens GN=PLEKHF2 PE=1 SV=1	PLEKHF2
660.6	647.8	665	550.3	673.5	620.1	P05165	"Propionyl-CoA carboxylase alpha chain, mitochondrial OS=Homo sapiens GN=PCCA PE=1 SV=4"	PCCA
979.2	974.3	1086.9	816.1	1070.2	937.3	P98172	Ephrin-B1 OS=Homo sapiens GN=EFNB1 PE=1 SV=1	EFNB1
2668.2	2611.3	2630.8	2225.3	2175.3	2194.8	P02686	Myelin basic protein OS=Homo sapiens GN=MBP PE=1 SV=3	MBP
638.7	600.4	597.3	532.7	590.8	587.4	Q9BVK8	Transmembrane protein 147 OS=Homo sapiens GN=TMEM147 PE=1 SV=1	TMEM147
1457.3	1394.7	1393.8	1215.6	1322.9	1262.3	O15234	Protein CASC3 OS=Homo sapiens GN=CASC3 PE=1 SV=2	CASC3
957.2	925.1	942.5	798.5	850.8	837.7	Q8IW19	Aprataxin and PNK-like factor OS=Homo sapiens GN=APLF PE=1 SV=1	APLF
979	926.8	963.1	816.7	870.3	808.6	Q14012	Calcium/calmodulin-dependent protein kinase type 1 OS=Homo sapiens GN=CAMK1 PE=1 SV=1	CAMK1
3885	3878.6	3808.1	3240.9	3493.2	3442.4	Q8TCF1	AN1-type zinc finger protein 1 OS=Homo sapiens GN=ZFAND1 PE=1 SV=1	ZFAND1
272.1	254.3	264.6	227	279.2	240.5	Q9NW75	G patch domain-containing protein 2 OS=Homo sapiens GN=GPATCH2 PE=1 SV=1	GPATCH2
242.9	239.6	269.9	202.7	226.7	214.3	P61978-2	Isoform 2 of Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens GN=HNRNPK	HNRNPK
1741.5	1743.4	1708.3	1453.4	1561.2	1530.3	O75815	Breast cancer anti-estrogen resistance protein 3 OS=Homo sapiens GN=BCAR3 PE=1 SV=1	BCAR3
6326.1	6505.9	6235.1	5283.3	5360.4	5359.1	Q5T5P2	Sickle tail protein homolog OS=Homo sapiens GN=KIAA1217 PE=1 SV=2	KIAA1217
42.6	43.2	46.6	35.6	43.8	47.6	O43543	DNA repair protein XRCC2 OS=Homo sapiens GN=XRCC2 PE=1 SV=1	XRCC2
129.9	133.2	121.2	108.5	125.7	101.8	O75386-2	Isoform 2 of Tubby-related protein 3 OS=Homo sapiens GN=TULP3	TULP3
238	216.3	236.9	199	217.1	210.8	Q96BF6	Nucleus accumbens-associated protein 2 OS=Homo sapiens GN=NACC2 PE=1 SV=1	NACC2
123.8	111.9	122	103.5	122	115.5	Q8N3J3	Uncharacterized protein C17orf53 OS=Homo sapiens GN=C17orf53 PE=1 SV=1	C17orf53
703.9	585.9	584.4	588.8	593.8	579.7	Q56P03	E2F-associated phosphoprotein OS=Homo sapiens GN=EAPP PE=1 SV=4	EAPP
880.7	849.3	828.5	737.7	824.4	831.2	Q13428-3	Isoform 3 of Treacle protein OS=Homo sapiens GN=TCOF1	TCOF1
6263.7	6116.4	6176	5248.6	5460.4	5313.3	P09104	Gamma-enolase OS=Homo sapiens GN=ENO2 PE=1 SV=3	ENO2
33.2	29.6	32.6	27.8	30.9	28	Q15596	Nuclear receptor coactivator 2 OS=Homo sapiens GN=NCOA2 PE=1 SV=2	NCOA2
2024.3	2102	2017.2	1697.6	1886.8	1743.3	Q9UL63	Muskelin OS=Homo sapiens GN=MKLN1 PE=1 SV=2	MKLN1
4277.7	4345.8	4347.5	3587.3	3818.9	3689.4	P08582	Melanotransferrin OS=Homo sapiens GN=MFI2 PE=1 SV=2	MFI2
2034.2	2055.1	2045.6	1707.1	1748.2	1760.9	P49407-2	Isoform 1B of Beta-arrestin-1 OS=Homo sapiens GN=ARRB1	ARRB1
40.5	47.6	39.3	34	47.6	47	Q9BRL6	Serine/arginine-rich splicing factor 8 OS=Homo sapiens GN=SRSF8 PE=1 SV=1	SRSF8
1066.4	1099.3	987.4	895.1	1017.4	940.4	Q9C035	Tripartite motif-containing protein 5 OS=Homo sapiens GN=TRIM5 PE=1 SV=1	TRIM5
763	668.8	694.8	640.6	662.5	593.2	O94854	Uncharacterized protein KIAA0754 OS=Homo sapiens GN=KIAA0754 PE=1 SV=4	KIAA0754
4424.8	4380.5	4349.5	3716.8	3981.1	3742.1	P68402	Platelet-activating factor acetylhydrolase IB subunit beta OS=Homo sapiens GN=PAFAH1B2 PE=1 SV=1	PAFAH1B2
7524.3	7225.2	7468.9	6323.9	6471	6386.7	G8JLH6	Tetraspanin (Fragment) OS=Homo sapiens GN=CD9 PE=1 SV=1	CD9
39.6	43.5	50.1	33.3	36	31.2	O75369	Filamin-B OS=Homo sapiens GN=FLNB PE=1 SV=2	FLNB
87.9	92.3	83.8	73.9	87.1	83.4	F8VWL3	"FYVE, RhoGEF and PH domain-containing protein 4 OS=Homo sapiens GN=FGD4 PE=4 SV=1"	FGD4
563.9	545.3	577.5	474	500.4	477.2	P50895	Basal cell adhesion molecule OS=Homo sapiens GN=BCAM PE=1 SV=2	BCAM
1429	1379.3	1351.8	1201.3	1284	1266.7	Q9H0M0	NEDD4-like E3 ubiquitin-protein ligase WWP1 OS=Homo sapiens GN=WWP1 PE=1 SV=1	WWP1
642.5	627.9	636.5	540.5	594.6	577.6	Q8WYL5	Protein phosphatase Slingshot homolog 1 OS=Homo sapiens GN=SSH1 PE=1 SV=2	SSH1
435.1	401	405.3	366.1	394.5	375	Q6ZRI6-2	Isoform 2 of Uncharacterized protein C15orf39 OS=Homo sapiens GN=C15orf39	C15orf39
112	105.5	110.2	94.2	105.8	96.6	Q9BZ71	Membrane-associated phosphatidylinositol transfer protein 3 OS=Homo sapiens GN=PITPNM3 PE=1 SV=2	PITPNM3
3030.2	3037.3	2985.2	2550	2793	2715.2	Q96FQ6	Protein S100-A16 OS=Homo sapiens GN=S100A16 PE=1 SV=1	S100A16
413.9	393.4	417.5	348.5	357.5	375.1	Q9P219	Protein Daple OS=Homo sapiens GN=CCDC88C PE=1 SV=3	CCDC88C
744.7	770.5	781.9	627.1	659.1	646.4	Q8IY21	Probable ATP-dependent RNA helicase DDX60 OS=Homo sapiens GN=DDX60 PE=1 SV=3	DDX60
617.3	637.2	606.1	520	572.3	528.5	Q92844	TRAF family member-associated NF-kappa-B activator OS=Homo sapiens GN=TANK PE=1 SV=2	TANK
240.3	208.7	227	202.4	211.9	207.8	P13056	Nuclear receptor subfamily 2 group C member 1 OS=Homo sapiens GN=NR2C1 PE=1 SV=2	NR2C1
131.8	122.3	121.2	111	136.1	118.3	Q03001-3	Isoform 3 of Dystonin OS=Homo sapiens GN=DST	DST
1412	1412.6	1422.8	1189.5	1379	1293.2	Q9UBP0	Spastin OS=Homo sapiens GN=SPAST PE=1 SV=1	SPAST
1155.4	1192.4	1148.8	973.5	1155.4	1021.4	F6UJY1	Hydroxypyruvate isomerase OS=Homo sapiens GN=HYI PE=3 SV=1	HYI
1320.3	1341.5	1267	1112.5	1160.4	1199.6	Q9P206-2	Isoform 2 of Uncharacterized protein KIAA1522 OS=Homo sapiens GN=KIAA1522	KIAA1522
98.4	84.8	78.8	82.9	82.6	85.6	Q92782-2	Isoform 2 of Zinc finger protein neuro-d4 OS=Homo sapiens GN=DPF1	DPF1
1017.5	1022	939.1	857.5	978.5	931	P62068	Ubiquitin carboxyl-terminal hydrolase 46 OS=Homo sapiens GN=USP46 PE=1 SV=1	USP46
763.5	731.2	744.5	643.6	606.1	608.2	A0A087WXT3	Zinc finger protein 33B OS=Homo sapiens GN=ZNF33B PE=4 SV=1	ZNF33B
3525.5	3497.1	3411.1	2972.7	3339.6	3191.6	Q8IWW6	Rho GTPase-activating protein 12 OS=Homo sapiens GN=ARHGAP12 PE=1 SV=1	ARHGAP12
5682.3	5458.9	5429.7	4792.2	5117	5022.6	Q9UEE9	Craniofacial development protein 1 OS=Homo sapiens GN=CFDP1 PE=1 SV=1	CFDP1
453.4	449.9	457.9	382.4	391.7	380.3	Q9ULS5	Transmembrane and coiled-coil domains protein 3 OS=Homo sapiens GN=TMCC3 PE=2 SV=3	TMCC3
874.7	834.4	828.1	737.8	809.9	776.8	Q99538	Legumain OS=Homo sapiens GN=LGMN PE=1 SV=1	LGMN
218.3	210.7	197.7	184.2	155.2	178.1	P10645	Chromogranin-A OS=Homo sapiens GN=CHGA PE=1 SV=7	CHGA
1796.9	1732.1	1700.7	1516.5	1567.7	1537.1	Q05193-2	Isoform 2 of Dynamin-1 OS=Homo sapiens GN=DNM1	DNM1
585.8	596.8	578.3	494.6	498.6	480.8	Q9Y4K1	Absent in melanoma 1 protein OS=Homo sapiens GN=AIM1 PE=1 SV=3	AIM1
341.8	335.7	328.9	288.6	336.1	321	Q96GN5	Cell division cycle-associated 7-like protein OS=Homo sapiens GN=CDCA7L PE=1 SV=2	CDCA7L
2255.4	2218.6	2141.9	1904.7	2089.4	2018.4	O75882	Attractin OS=Homo sapiens GN=ATRN PE=1 SV=2	ATRN
895.8	917.7	868.1	756.6	867.5	831.3	Q9UHD9	Ubiquilin-2 OS=Homo sapiens GN=UBQLN2 PE=1 SV=2	UBQLN2
221.7	231	187.5	187.3	217.9	216	O14495	Lipid phosphate phosphohydrolase 3 OS=Homo sapiens GN=PPAP2B PE=1 SV=1	PPAP2B
199.9	256.8	188.5	168.9	176.4	189.9	Q15653	NF-kappa-B inhibitor beta OS=Homo sapiens GN=NFKBIB PE=1 SV=2	NFKBIB
160.7	164.9	159.3	135.8	157.6	146.9	O75177	Calcium-responsive transactivator OS=Homo sapiens GN=SS18L1 PE=1 SV=2	SS18L1
2150.3	2201	2087.7	1817.5	1939.2	1986.8	Q9Y244	Proteasome maturation protein OS=Homo sapiens GN=POMP PE=1 SV=1	POMP
6407.4	6207	6153.1	5417.7	6019.4	5793.4	P26885	Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Homo sapiens GN=FKBP2 PE=1 SV=2	FKBP2
598.2	589.5	552.2	505.8	546.8	563.1	Q4ADV7	RAB6A-GEF complex partner protein 1 OS=Homo sapiens GN=RIC1 PE=1 SV=2	RIC1
171	164	154.1	144.7	168.8	157.4	K7EM54	HAUS augmin-like complex subunit 1 OS=Homo sapiens GN=HAUS1 PE=1 SV=1	HAUS1
1265.9	1241.5	1278.8	1070.9	1145.8	1146.8	Q8NB37-2	Isoform 2 of Parkinson disease 7 domain-containing protein 1 OS=Homo sapiens GN=PDDC1	PDDC1
716.6	708.2	635.2	606.3	651.2	624.3	Q92845	Kinesin-associated protein 3 OS=Homo sapiens GN=KIFAP3 PE=1 SV=2	KIFAP3
2934.1	2945.1	2860.2	2484.3	2760	2637.3	Q9NRG4	N-lysine methyltransferase SMYD2 OS=Homo sapiens GN=SMYD2 PE=1 SV=2	SMYD2
591.2	595.5	571.5	500.6	561.9	544	A0A088AWN2	WD repeat-containing protein 20 OS=Homo sapiens GN=WDR20 PE=4 SV=1	WDR20
7188.7	6919.7	6853.8	6087.6	6488.7	6413.5	O75935	Dynactin subunit 3 OS=Homo sapiens GN=DCTN3 PE=1 SV=1	DCTN3
1981.5	2038.2	1893.4	1678.1	1919.5	1864.2	Q9GZP4	PITH domain-containing protein 1 OS=Homo sapiens GN=PITHD1 PE=1 SV=1	PITHD1
1513.5	1488.9	1446.2	1281.9	1391.4	1383.1	Q9Y2V2	Calcium-regulated heat stable protein 1 OS=Homo sapiens GN=CARHSP1 PE=1 SV=2	CARHSP1
198.1	203.9	189.3	167.8	213.4	222.4	Q8IWU2	Serine/threonine-protein kinase LMTK2 OS=Homo sapiens GN=LMTK2 PE=1 SV=2	LMTK2
104.9	111.3	100.9	88.9	105.6	98.1	A7KAX9	Rho GTPase-activating protein 32 OS=Homo sapiens GN=ARHGAP32 PE=1 SV=1	ARHGAP32
6880.7	6804.4	6798.7	5830.3	6133.1	5910.8	Q9Y6N5	"Sulfide:quinone oxidoreductase, mitochondrial OS=Homo sapiens GN=SQRDL PE=1 SV=1"	SQRDL
915.1	916.1	884.4	775.5	866.5	815	P23229-6	Isoform Alpha-6X1X2A of Integrin alpha-6 OS=Homo sapiens GN=ITGA6	ITGA6
135	130.1	139.3	114.4	119.4	125.8	Q92506	Estradiol 17-beta-dehydrogenase 8 OS=Homo sapiens GN=HSD17B8 PE=1 SV=2	HSD17B8
5494.5	5208.5	5425.4	4658.6	4706.5	4865.4	P27144	"Adenylate kinase 4, mitochondrial OS=Homo sapiens GN=AK4 PE=1 SV=1"	AK4
1850.8	1860.5	1902	1569.6	1555.4	1584.3	Q68DK7	Male-specific lethal 1 homolog OS=Homo sapiens GN=MSL1 PE=1 SV=3	MSL1
12629.1	12894.5	12055.7	10717.3	11600.3	11490	Q16186	Proteasomal ubiquitin receptor ADRM1 OS=Homo sapiens GN=ADRM1 PE=1 SV=2	ADRM1
292.5	289.9	266.8	248.3	295.2	280.8	E9PDF2	"2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens GN=OGDH PE=1 SV=1"	OGDH
149.5	156.2	132.4	126.9	169.5	151.1	H0Y5B0	Band 4.1-like protein 2 (Fragment) OS=Homo sapiens GN=EPB41L2 PE=1 SV=1	EPB41L2
3593.2	3522.2	3489.2	3051.4	3154.8	3073.2	Q16678	Cytochrome P450 1B1 OS=Homo sapiens GN=CYP1B1 PE=1 SV=2	CYP1B1
16801.4	16969.1	16982.2	14268.3	14802.7	14626.2	Q16555	Dihydropyrimidinase-related protein 2 OS=Homo sapiens GN=DPYSL2 PE=1 SV=1	DPYSL2
201.3	202.5	193.4	171.1	192.6	180.5	Q13114	TNF receptor-associated factor 3 OS=Homo sapiens GN=TRAF3 PE=1 SV=2	TRAF3
473	467.3	505.6	402.4	390.8	408	H0YH70	Multiple PDZ domain protein (Fragment) OS=Homo sapiens GN=MPDZ PE=4 SV=1	MPDZ
1984.5	2011.9	1906.8	1688.4	1757.8	1788.4	Q8N0T1	Uncharacterized protein C8orf59 OS=Homo sapiens GN=C8orf59 PE=1 SV=4	C8orf59
289.2	265.4	260.4	246.1	236.5	261.8	O14924	Regulator of G-protein signaling 12 OS=Homo sapiens GN=RGS12 PE=1 SV=1	RGS12
33.6	35.6	39.5	28.6	33.9	34.3	Q6NXT2	Histone H3.3C OS=Homo sapiens GN=H3F3C PE=1 SV=3	H3F3C
1019.1	1059.6	1049.8	867.4	916.6	915.3	P25774	Cathepsin S OS=Homo sapiens GN=CTSS PE=1 SV=3	CTSS
2296.3	2255.5	2259.5	1954.9	1952	1965.3	Q92466	DNA damage-binding protein 2 OS=Homo sapiens GN=DDB2 PE=1 SV=1	DDB2
5930.3	5770.3	5625	5052.5	5310.8	5195	Q96M27	Protein PRRC1 OS=Homo sapiens GN=PRRC1 PE=1 SV=1	PRRC1
489.4	529.3	486.7	417	461.3	431.4	Q9NQ92	Coordinator of PRMT5 and differentiation stimulator OS=Homo sapiens GN=COPRS PE=1 SV=3	COPRS
12623.8	12040.8	12295.5	10757	10811.1	11024.4	Q96C19	EF-hand domain-containing protein D2 OS=Homo sapiens GN=EFHD2 PE=1 SV=1	EFHD2
175.1	150.1	132.7	149.2	165.1	157.3	Q13438-7	Isoform 7 of Protein OS-9 OS=Homo sapiens GN=OS9	OS9
1260.7	1257.8	1249.9	1074.6	1182	1133.3	Q9ULJ3	Zinc finger and BTB domain-containing protein 21 OS=Homo sapiens GN=ZBTB21 PE=1 SV=2	ZBTB21
1807.3	1884	1793.1	1540.9	1741.1	1659.4	O00506	Serine/threonine-protein kinase 25 OS=Homo sapiens GN=STK25 PE=1 SV=1	STK25
1544.6	1563.6	1493.5	1317.6	1487.8	1398.1	Q5JUR7	Testis-expressed sequence 30 protein OS=Homo sapiens GN=TEX30 PE=2 SV=1	TEX30
370	428.8	404.4	315.8	360.2	298.7	E9PK91	Bcl-2-associated transcription factor 1 OS=Homo sapiens GN=BCLAF1 PE=1 SV=1	BCLAF1
104.2	104.1	103.5	88.9	95.8	88.6	Q08050-3	Isoform 4 of Forkhead box protein M1 OS=Homo sapiens GN=FOXM1	FOXM1
146.3	148.3	139.5	124.9	140	136	Q9HB20	Pleckstrin homology domain-containing family A member 3 OS=Homo sapiens GN=PLEKHA3 PE=1 SV=2	PLEKHA3
1552.1	1542.8	1565.9	1325.2	1353.2	1369.1	Q8N4X5-4	Isoform 4 of Actin filament-associated protein 1-like 2 OS=Homo sapiens GN=AFAP1L2	AFAP1L2
597.4	514.5	567.4	510.2	532.5	526.2	O14867	Transcription regulator protein BACH1 OS=Homo sapiens GN=BACH1 PE=1 SV=2	BACH1
703.8	719	707.1	601.3	634.1	610	O15264	Mitogen-activated protein kinase 13 OS=Homo sapiens GN=MAPK13 PE=1 SV=1	MAPK13
321.5	261.2	255	274.7	258.2	268.1	Q3KRA9-2	Isoform 2 of Alpha-ketoglutarate-dependent dioxygenase alkB homolog 6 OS=Homo sapiens GN=ALKBH6	ALKBH6
758.1	744.3	738.4	647.8	719.8	658	H0Y4G9	Myeloid differentiation primary response protein MyD88 (Fragment) OS=Homo sapiens GN=MYD88 PE=4 SV=1	MYD88
484	474.3	496.9	413.6	417.9	408.3	Q5T764	Interferon-induced protein with tetratricopeptide repeats 1B OS=Homo sapiens GN=IFIT1B PE=2 SV=1	IFIT1B
1337.1	1285.8	1278.2	1142.7	1133.1	1122.4	P78325	Disintegrin and metalloproteinase domain-containing protein 8 OS=Homo sapiens GN=ADAM8 PE=1 SV=2	ADAM8
499769.6	494101.7	490005	427113.5	442337.3	446199.3	Q09666	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	AHNAK
68.3	74.1	77.6	58.4	62	59.5	J3KR58	"Selenide, water dikinase 2 OS=Homo sapiens GN=SEPHS2 PE=1 SV=1"	SEPHS2
36.5	31.8	31.4	31.2	32.5	29.9	Q96M11	Hydrolethalus syndrome protein 1 OS=Homo sapiens GN=HYLS1 PE=1 SV=1	HYLS1
66.4	67.6	69.4	56.8	62.5	59.6	Q96IQ9	Zinc finger protein 414 OS=Homo sapiens GN=ZNF414 PE=2 SV=2	ZNF414
4620.9	4518.8	4285.4	3951	4019.5	4092.3	Q68D10	Protein SPT2 homolog OS=Homo sapiens GN=SPTY2D1 PE=1 SV=3	SPTY2D1
168.9	147.4	156	144.5	159.4	148.4	V9GXZ4	Protein FPGT-TNNI3K OS=Homo sapiens GN=FPGT-TNNI3K PE=4 SV=1	FPGT-TNNI3K
23.1	15.5	22.3	19.8	29.7	21.1	P46013-2	Isoform Short of Antigen KI-67 OS=Homo sapiens GN=MKI67	MKI67
926.9	957.1	925.6	793	892.9	797.8	P57768	Sorting nexin-16 OS=Homo sapiens GN=SNX16 PE=1 SV=2	SNX16
2803.6	2618.9	2625.4	2399.1	2303	2345	P50135	Histamine N-methyltransferase OS=Homo sapiens GN=HNMT PE=1 SV=1	HNMT
2690.2	2660	2728.8	2302.2	2366.1	2360.3	Q96EI5-2	Isoform 2 of Transcription elongation factor A protein-like 4 OS=Homo sapiens GN=TCEAL4	TCEAL4
4309.5	4241.5	4229.2	3689.5	3945.5	3939.5	P10768	S-formylglutathione hydrolase OS=Homo sapiens GN=ESD PE=1 SV=2	ESD
1990.9	2045.1	2022.1	1705.1	1791.9	1747.9	O15230	Laminin subunit alpha-5 OS=Homo sapiens GN=LAMA5 PE=1 SV=8	LAMA5
992.8	998.1	961.7	850.4	970	944.7	Q86X76-3	Isoform 4 of Nitrilase homolog 1 OS=Homo sapiens GN=NIT1	NIT1
1528	1502.4	1457.5	1309	1444.7	1412.1	P42773	Cyclin-dependent kinase 4 inhibitor C OS=Homo sapiens GN=CDKN2C PE=1 SV=1	CDKN2C
1975.7	1953.5	2008.1	1693.1	1691.4	1573.1	O95810	Serum deprivation-response protein OS=Homo sapiens GN=SDPR PE=1 SV=3	SDPR
3068.8	3036.7	3072.5	2630.1	2589	2667.5	P62256	Ubiquitin-conjugating enzyme E2 H OS=Homo sapiens GN=UBE2H PE=1 SV=1	UBE2H
6959.2	6990.2	6655.7	5965	6278.8	6128.6	Q14914	Prostaglandin reductase 1 OS=Homo sapiens GN=PTGR1 PE=1 SV=2	PTGR1
559.3	546.2	546.9	479.5	500.3	501.6	C9JIZ1	Vigilin (Fragment) OS=Homo sapiens GN=HDLBP PE=1 SV=2	HDLBP
752.2	676.3	790	644.9	567.4	611.9	O14529	Homeobox protein cut-like 2 OS=Homo sapiens GN=CUX2 PE=1 SV=4	CUX2
27494.9	27059.7	26726.3	23577.1	24806.8	24365.7	Q9UNF0	Protein kinase C and casein kinase substrate in neurons protein 2 OS=Homo sapiens GN=PACSIN2 PE=1 SV=2	PACSIN2
410.5	396.9	390.6	352.1	349.2	383.8	O75764	Transcription elongation factor A protein 3 OS=Homo sapiens GN=TCEA3 PE=2 SV=2	TCEA3
193.1	202.3	210.1	165.6	188	187.6	E7EV93	Pericentriolar material 1 protein (Fragment) OS=Homo sapiens GN=PCM1 PE=1 SV=1	PCM1
119.9	122.4	113.5	102.8	110	88.5	Q14511	Enhancer of filamentation 1 OS=Homo sapiens GN=NEDD9 PE=1 SV=1	NEDD9
1522.6	1457.7	1479.8	1306	1399.4	1389.5	Q8N8N7	Prostaglandin reductase 2 OS=Homo sapiens GN=PTGR2 PE=1 SV=1	PTGR2
130.3	144.7	145.1	111.8	127.9	119.7	E7EV07	Rho guanine nucleotide exchange factor 4 OS=Homo sapiens GN=ARHGEF4 PE=4 SV=1	ARHGEF4
2502.2	2581.6	2457.3	2147.1	2620.8	2253.1	P42677	40S ribosomal protein S27 OS=Homo sapiens GN=RPS27 PE=1 SV=3	RPS27
498.6	501	484.8	427.9	455.8	431.9	Q5HYK3	"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial OS=Homo sapiens GN=COQ5 PE=1 SV=2"	COQ5
913.1	961.3	887.8	784	787.3	812.2	Q9UK73	Protein fem-1 homolog B OS=Homo sapiens GN=FEM1B PE=1 SV=1	FEM1B
1728.7	1754.3	1765.3	1484.4	1567.7	1487.9	Q13671	Ras and Rab interactor 1 OS=Homo sapiens GN=RIN1 PE=1 SV=4	RIN1
341	327.9	347.3	292.8	330.4	306.4	Q9P2E9-2	Isoform 1 of Ribosome-binding protein 1 OS=Homo sapiens GN=RRBP1	RRBP1
1818.7	1774.2	1727.8	1561.7	1687.7	1637.5	Q6NW29	RWD domain-containing protein 4 OS=Homo sapiens GN=RWDD4 PE=1 SV=3	RWDD4
3252.1	3334.1	3183	2793	2874.8	2836.3	P01009	Alpha-1-antitrypsin OS=Homo sapiens GN=SERPINA1 PE=1 SV=3	SERPINA1
148.9	137.7	132.8	127.9	131.1	140.2	I6L8A6	DNA endonuclease RBBP8 OS=Homo sapiens GN=RBBP8 PE=1 SV=1	RBBP8
4141.4	4055.5	4028.6	3558.5	3612.9	3629.8	A0MZ66-3	Isoform 3 of Shootin-1 OS=Homo sapiens GN=KIAA1598	KIAA1598
1583.1	1622.6	1563	1360.3	1368.2	1368.1	Q8N4C8	Misshapen-like kinase 1 OS=Homo sapiens GN=MINK1 PE=1 SV=2	MINK1
513.8	516.6	458.5	441.7	504.3	483.3	P53396-2	Isoform 2 of ATP-citrate synthase OS=Homo sapiens GN=ACLY	ACLY
324.1	339.5	314.4	278.6	307	310.1	Q86YR5	G-protein-signaling modulator 1 OS=Homo sapiens GN=GPSM1 PE=1 SV=2	GPSM1
2884.1	2752.2	2819.6	2480.4	2606.7	2558.5	Q8N1Q1	Carbonic anhydrase 13 OS=Homo sapiens GN=CA13 PE=1 SV=1	CA13
8334.8	8146.9	7874.5	7172.7	7232.4	7289.3	P07305	Histone H1.0 OS=Homo sapiens GN=H1F0 PE=1 SV=3	H1F0
