"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Contaminant"	"Marked as"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Sequest HT: Sequest HT"	"# Peptides (by Search Engine): Sequest HT"	"# Razor Peptides"	"Abundance Ratio: (F1, 126) / (F1, 128C)"	"Abundance Ratio: (F1, 127N) / (F1, 129C)"	"Abundance Ratio: (F1, 127C) / (F1, 130N)"	"Abundance Ratio: (F1, 128N) / (F1, 130C)"	"Abundance Ratio: (F1, 129N) / (F1, 131)"	"Abundances (Normalized): F1: 126, Sample, A2, n/a"	"Abundances (Normalized): F1: 127N, Sample, A3, n/a"	"Abundances (Normalized): F1: 127C, Sample, A4, n/a"	"Abundances (Normalized): F1: 128N, Sample, A5, n/a"	"Abundances (Normalized): F1: 128C, Sample, n/a, P1"	"Abundances (Normalized): F1: 129N, Sample, A6, n/a"	"Abundances (Normalized): F1: 129C, Sample, n/a, P2"	"Abundances (Normalized): F1: 130N, Sample, n/a, P4"	"Abundances (Normalized): F1: 130C, Sample, n/a, P5"	"Abundances (Normalized): F1: 131, Sample, n/a, P6"	"Abundance: F1: 126, Sample, A2, n/a"	"Abundance: F1: 127N, Sample, A3, n/a"	"Abundance: F1: 127C, Sample, A4, n/a"	"Abundance: F1: 128N, Sample, A5, n/a"	"Abundance: F1: 128C, Sample, n/a, P1"	"Abundance: F1: 129N, Sample, A6, n/a"	"Abundance: F1: 129C, Sample, n/a, P2"	"Abundance: F1: 130N, Sample, n/a, P4"	"Abundance: F1: 130C, Sample, n/a, P5"	"Abundance: F1: 131, Sample, n/a, P6"	"Found in Sample: [S1] F1: 126, Sample, A2, n/a"	"Found in Sample: [S2] F1: 127N, Sample, A3, n/a"	"Found in Sample: [S3] F1: 127C, Sample, A4, n/a"	"Found in Sample: [S4] F1: 128N, Sample, A5, n/a"	"Found in Sample: [S5] F1: 128C, Sample, n/a, P1"	"Found in Sample: [S6] F1: 129N, Sample, A6, n/a"	"Found in Sample: [S7] F1: 129C, Sample, n/a, P2"	"Found in Sample: [S8] F1: 130N, Sample, n/a, P4"	"Found in Sample: [S9] F1: 130C, Sample, n/a, P5"	"Found in Sample: [S10] F1: 131, Sample, n/a, P6"	"Modifications"
"False"	"High"	"IsMasterProtein"	"P35555"	"Fibrillin-1 OS=Homo sapiens GN=FBN1 PE=1 SV=3"	"0.000"	"False"	"Human"	"778.622"	"38"	"85"	"521"	"79"	"1"	"2871"	"312.0"	"4.93"	"1573.25"	"85"	"7"	"0.282"	"0.792"	"0.686"	"1.722"	"0.998"	"16158.5"	"31089.3"	"14192.3"	"94544.5"	"57246.7"	"29408.0"	"39276.3"	"20695.2"	"54899.7"	"29477.0"	"16158.5"	"25930.7"	"12617.8"	"82938.9"	"38736.3"	"22886.6"	"31951.0"	"17358.8"	"50782.4"	"25503.2"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q05707"	"Collagen alpha-1(XIV) chain OS=Homo sapiens GN=COL14A1 PE=1 SV=3"	"0.000"	"False"	"Human"	"773.630"	"49"	"62"	"620"	"62"	"1"	"1796"	"193.4"	"5.30"	"2174.35"	"62"	"0"	"0.402"	"0.447"	"0.497"	"1.402"	"0.405"	"15282.0"	"21405.6"	"13975.1"	"106981.9"	"37993.9"	"17340.5"	"47905.3"	"28122.0"	"76307.5"	"42844.8"	"15282.0"	"17853.8"	"12424.7"	"93849.6"	"25708.8"	"13495.2"	"38970.6"	"23588.2"	"70584.5"	"37068.8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P35749"	"Myosin-11 OS=Homo sapiens GN=MYH11 PE=1 SV=3"	"0.000"	"False"	"Human"	"754.862"	"49"	"97"	"783"	"71"	"1"	"1972"	"227.2"	"5.50"	"2369.49"	"97"	"1"	"0.323"	"0.543"	"0.896"	"3.009"	"0.662"	"9497.3"	"12857.3"	"10112.4"	"48899.7"	"29412.5"	"12422.8"	"23674.4"	"11292.4"	"16253.7"	"18762.0"	"9497.3"	"10723.9"	"8990.6"	"42897.1"	"19902.1"	"9668.0"	"19259.0"	"9471.9"	"15034.7"	"16232.6"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P24821-5"	"Isoform 5 of Tenascin OS=Homo sapiens GN=TNC"	"0.000"	"False"	"Human"	"745.071"	"55"	"69"	"726"	"1"	"1"	"1655"	"181.4"	"5.05"	"2580.36"	"69"	"0"	"0.896"	"1.830"	"1.173"	"1.239"	"1.186"	"66.9"	"107.6"	"79.4"	"76.8"	"74.6"	"71.4"	"58.8"	"67.7"	"62.0"	"60.2"	"66.9"	"89.7"	"70.6"	"67.4"	"50.5"	"55.5"	"47.8"	"56.8"	"57.3"	"52.1"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"A0A087X1U6"	"Epiplakin OS=Homo sapiens GN=EPPK1 PE=1 SV=1"	"0.000"	"False"	"Human"	"744.526"	"54"	"98"	"465"	"7"	"1"	"5088"	"555.3"	"5.62"	"1537.59"	"98"	"82"	"0.965"	"1.140"	"1.196"	"0.778"	"0.700"	"22678.5"	"11800.9"	"36751.2"	"10264.9"	"23490.1"	"10848.6"	"10349.7"	"30738.1"	"13200.5"	"15490.8"	"22678.5"	"9842.8"	"32674.1"	"9004.8"	"15894.7"	"8442.9"	"8419.4"	"25782.5"	"12210.5"	"13402.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P01024"	"Complement C3 OS=Homo sapiens GN=C3 PE=1 SV=2"	"0.000"	"False"	"Human"	"723.541"	"61"	"84"	"676"	"84"	"1"	"1663"	"187.0"	"6.40"	"2310.09"	"84"	"0"	"1.858"	"1.194"	"0.584"	"1.116"	"0.666"	"47123.3"	"47054.3"	"39385.6"	"35459.6"	"25359.1"	"45363.0"	"39420.5"	"67418.3"	"31768.3"	"68161.7"	"47123.3"	"39246.7"	"35016.1"	"31106.8"	"17159.3"	"35303.6"	"32068.3"	"56549.2"	"29385.7"	"58972.7"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P12814"	"Alpha-actinin-1 OS=Homo sapiens GN=ACTN1 PE=1 SV=2"	"0.000"	"False"	"Human"	"720.502"	"77"	"61"	"1105"	"1"	"1"	"892"	"103.0"	"5.41"	"3672.28"	"61"	"0"	"0.722"	"0.495"	"0.535"	"0.913"	"0.505"	"329.8"	"265.2"	"425.1"	"645.1"	"457.1"	"325.9"	"536.1"	"793.9"	"706.6"	"645.2"	"329.8"	"221.2"	"377.9"	"565.9"	"309.3"	"253.6"	"436.1"	"665.9"	"653.6"	"558.2"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"P58107"	"Epiplakin OS=Homo sapiens GN=EPPK1 PE=1 SV=2"	"0.000"	"False"	"Human"	"717.162"	"52"	"91"	"442"	"1"	"1"	"5090"	"555.3"	"5.60"	"1488.59"	"91"	"0"	"0.746"	"0.839"	"1.843"	"0.569"	"0.748"	"201.8"	"144.1"	"416.9"	"114.2"	"270.5"	"123.3"	"171.7"	"226.2"	"200.7"	"164.8"	"201.8"	"120.2"	"370.6"	"100.2"	"183.1"	"96.0"	"139.7"	"189.8"	"185.7"	"142.6"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P12814-3"	"Isoform 3 of Alpha-actinin-1 OS=Homo sapiens GN=ACTN1"	"0.000"	"False"	"Human"	"709.678"	"75"	"62"	"1084"	"2"	"1"	"914"	"105.5"	"5.41"	"3560.09"	"62"	"47"	"0.749"	"0.552"	"0.487"	"1.147"	"0.527"	"24757.1"	"24546.2"	"27090.8"	"63431.9"	"33040.5"	"27517.4"	"44500.8"	"55655.1"	"55286.2"	"52171.8"	"24757.1"	"20473.3"	"24085.4"	"55645.5"	"22357.0"	"21415.3"	"36201.0"	"46682.5"	"51139.8"	"45138.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"P06576"	"ATP synthase subunit beta, mitochondrial OS=Homo sapiens GN=ATP5B PE=1 SV=3"	"0.000"	"False"	"Human"	"697.395"	"79"	"29"	"1220"	"17"	"1"	"529"	"56.5"	"5.40"	"4488.63"	"29"	"18"	"0.395"	"1.498"	"0.775"	"0.505"	"0.698"	"38370.1"	"56228.9"	"40540.6"	"42910.6"	"97168.4"	"51980.6"	"37531.1"	"52325.7"	"85009.5"	"74463.4"	"38370.1"	"46899.0"	"36043.0"	"37643.2"	"65749.5"	"40453.7"	"30531.3"	"43889.8"	"78634.0"	"64424.9"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"O15230"	"Laminin subunit alpha-5 OS=Homo sapiens GN=LAMA5 PE=1 SV=8"	"0.000"	"False"	"Human"	"696.371"	"32"	"86"	"525"	"86"	"1"	"3695"	"399.5"	"7.02"	"1795.21"	"86"	"0"	"0.781"	"1.528"	"1.151"	"1.476"	"3.100"	"18298.6"	"40738.5"	"16540.7"	"28893.3"	"23421.0"	"52176.0"	"26669.5"	"14376.0"	"19569.1"	"16832.6"	"18298.6"	"33978.8"	"14705.7"	"25346.6"	"15847.9"	"40605.8"	"21695.4"	"12058.3"	"18101.5"	"14563.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P01023"	"Alpha-2-macroglobulin OS=Homo sapiens GN=A2M PE=1 SV=3"	"0.000"	"False"	"Human"	"685.353"	"55"	"62"	"538"	"54"	"1"	"1474"	"163.2"	"6.46"	"1848.51"	"62"	"9"	"4.035"	"0.893"	"0.309"	"1.343"	"0.208"	"71482.2"	"21585.1"	"14270.5"	"24537.6"	"17715.0"	"19134.8"	"24183.1"	"46192.2"	"18274.6"	"92101.5"	"71482.2"	"18003.5"	"12687.3"	"21525.6"	"11986.9"	"14891.6"	"19672.8"	"38745.1"	"16904.0"	"79685.2"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P24821-6"	"Isoform 6 of Tenascin OS=Homo sapiens GN=TNC"	"0.000"	"False"	"Human"	"680.726"	"53"	"64"	"674"	"1"	"1"	"1564"	"171.2"	"5.10"	"2379.13"	"64"	"0"	"0.927"	"1.036"	"0.821"	"1.955"	"1.024"	"54.5"	"42.1"	"44.3"	"112.6"	"58.8"	"46.0"	"40.6"	"53.9"	"57.6"	"44.9"	"54.5"	"35.1"	"39.4"	"98.8"	"39.8"	"35.8"	"33.0"	"45.2"	"53.3"	"38.8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q14980"	"Nuclear mitotic apparatus protein 1 OS=Homo sapiens GN=NUMA1 PE=1 SV=2"	"0.000"	"False"	"Human"	"675.662"	"52"	"101"	"441"	"2"	"1"	"2115"	"238.1"	"5.78"	"1340.17"	"101"	"93"	"2.082"	"2.374"	"1.450"	"0.927"	"2.166"	"35731.7"	"34481.0"	"25854.7"	"20051.3"	"17159.3"	"35282.9"	"14522.4"	"17832.1"	"21635.6"	"16293.0"	"35731.7"	"28759.6"	"22986.4"	"17590.0"	"11610.9"	"27458.8"	"11813.9"	"14957.3"	"20012.9"	"14084.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q04695"	"SWISS-PROT:Q04695 Tax_Id=9606 Gene_Symbol=KRT17 Keratin, type I cytoskeletal 17"	"0.000"	"True"	"Human"	"673.406"	"91"	"51"	"2693"	"24"	"1"	"432"	"48.1"	"5.02"	"8449.81"	"51"	"4"	"6.400"	"1.154"	"1.877"	"0.654"	"0.503"	"320251.7"	"50249.3"	"262645.6"	"43743.0"	"50040.2"	"23875.8"	"43537.8"	"139901.7"	"66921.0"	"47440.5"	"320251.7"	"41911.6"	"233507.8"	"38373.4"	"33860.0"	"18576.3"	"35417.7"	"117347.0"	"61902.0"	"41045.0"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q14980-2"	"Isoform 2 of Nuclear mitotic apparatus protein 1 OS=Homo sapiens GN=NUMA1"	"0.000"	"False"	"Human"	"670.061"	"52"	"100"	"437"	"1"	"1"	"2101"	"236.4"	"5.80"	"1318.61"	"100"	"0"	"1.246"	"1.446"	"1.598"	"1.013"	"1.547"	"189.5"	"249.8"	"197.4"	"198.5"	"152.1"	"256.1"	"172.8"	"123.6"	"196.0"	"165.6"	"189.5"	"208.4"	"175.5"	"174.2"	"102.9"	"199.3"	"140.5"	"103.6"	"181.3"	"143.3"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q15063"	"Periostin OS=Homo sapiens GN=POSTN PE=1 SV=2"	"0.000"	"False"	"Human"	"650.012"	"58"	"45"	"850"	"0"	"1"	"836"	"93.3"	"7.53"	"3170.02"	"45"	"51"	"0.551"	"0.760"	"0.258"	"0.497"	"0.129"	"33147.4"	"31069.4"	"19127.1"	"98066.5"	"60201.6"	"20882.4"	"40867.1"	"74011.9"	"197272.3"	"161958.8"	"33147.4"	"25914.1"	"17005.2"	"86028.6"	"40735.7"	"16251.7"	"33245.1"	"62079.8"	"182477.2"	"140124.9"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"Q15063-5"	"Isoform 5 of Periostin OS=Homo sapiens GN=POSTN"	"0.000"	"False"	"Human"	"648.666"	"59"	"44"	"850"	"1"	"1"	"809"	"90.4"	"7.39"	"3171.30"	"44"	"0"	"0.495"	"0.526"	"0.393"	"0.504"	"0.220"	"781.6"	"826.2"	"605.5"	"2007.0"	"1580.0"	"769.1"	"1571.5"	"1541.4"	"3984.6"	"3498.2"	"781.6"	"689.1"	"538.4"	"1760.6"	"1069.1"	"598.6"	"1278.4"	"1292.9"	"3685.8"	"3026.6"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q13751"	"Laminin subunit beta-3 OS=Homo sapiens GN=LAMB3 PE=1 SV=1"	"0.000"	"False"	"Human"	"647.629"	"70"	"62"	"560"	"62"	"1"	"1172"	"129.5"	"7.21"	"1903.75"	"62"	"0"	"1.254"	"0.795"	"6.374"	"0.479"	"0.554"	"24201.2"	"15457.9"	"140137.8"	"17130.5"	"19300.6"	"15164.4"	"19439.9"	"21986.9"	"35749.5"	"27375.3"	"24201.2"	"12868.7"	"124591.0"	"15016.0"	"13056.4"	"11779.8"	"15812.1"	"18442.2"	"33068.4"	"23684.8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P22105"	"Tenascin-X OS=Homo sapiens GN=TNXB PE=1 SV=3"	"0.000"	"False"	"Human"	"647.457"	"33"	"96"	"326"	"3"	"1"	"4289"	"464.0"	"5.34"	"1025.29"	"96"	"94"	"0.330"	"1.179"	"0.854"	"2.708"	"1.337"	"9106.5"	"20905.8"	"8340.1"	"43679.1"	"27556.9"	"15080.5"	"17734.2"	"9770.8"	"16127.3"	"11282.8"	"9088.0"	"17437.0"	"7414.2"	"38317.4"	"18646.5"	"11736.3"	"14426.7"	"8185.3"	"14917.8"	"9761.7"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q5XQN5"	"SWISS-PROT:Q5XQN5 (Bos taurus) Keratin, type II cytoskeletal 5"	"0.000"	"True"	""	"641.968"	"51"	"54"	"4571"	"1"	"1"	"601"	"62.9"	"7.81"	"12509.28"	"54"	"6"	"1.565"	"2.196"	"1.255"	"0.794"	"0.927"	"9726.6"	"6526.7"	"7934.4"	"4677.8"	"6214.5"	"4631.8"	"2971.5"	"6324.7"	"5894.6"	"4999.1"	"9726.6"	"5443.8"	"7054.2"	"4103.5"	"4205.1"	"3604.7"	"2417.3"	"5305.0"	"5452.5"	"4325.1"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"E7EPZ9"	"Tenascin-X OS=Homo sapiens GN=TNXB PE=4 SV=1"	"0.000"	"False"	"Human"	"640.792"	"33"	"94"	"326"	"1"	"1"	"4244"	"458.1"	"5.17"	"1018.48"	"94"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"A0A087WV15"	"Laminin subunit alpha-3 OS=Homo sapiens GN=LAMA3 PE=1 SV=1"	"0.000"	"False"	"Human"	"633.626"	"24"	"68"	"646"	"68"	"1"	"3335"	"366.7"	"7.27"	"2312.83"	"68"	"0"	"1.302"	"0.800"	"6.717"	"0.357"	"0.383"	"32169.2"	"17963.3"	"212901.6"	"20042.3"	"24700.9"	"15081.6"	"22456.8"	"31697.1"	"56194.2"	"39388.7"	"32169.2"	"14982.7"	"189282.3"	"17582.0"	"16714.0"	"11732.9"	"18268.4"	"26587.0"	"51979.8"	"34078.7"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"B1ALD9"	"Periostin OS=Homo sapiens GN=POSTN PE=4 SV=1"	"0.000"	"False"	"Human"	"632.490"	"57"	"43"	"827"	"0"	"1"	"808"	"90.1"	"7.94"	"3069.85"	"43"	"2"	"0.636"	"0.988"	"0.127"	"0.350"	"0.126"	"446.5"	"482.2"	"289.2"	"1293.9"	"701.8"	"227.5"	"487.9"	"2275.3"	"3695.1"	"1812.4"	"446.5"	"402.2"	"257.1"	"1135.1"	"474.9"	"177.1"	"396.9"	"1908.5"	"3418.0"	"1568.1"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"P02538"	"SWISS-PROT:P02538 Tax_Id=9606 Gene_Symbol=KRT6A Keratin, type II cytoskeletal 6A"	"0.000"	"True"	"Human"	"629.418"	"66"	"56"	"3132"	"4"	"1"	"564"	"60.0"	"8.00"	"9053.52"	"56"	"1"	"0.247"	"0.744"	"0.802"	"0.225"	"0.212"	"11228.4"	"6838.2"	"68683.1"	"7029.4"	"45513.9"	"6866.2"	"9188.9"	"85655.5"	"31209.1"	"32402.0"	"11228.4"	"5703.5"	"61063.4"	"6166.5"	"30797.2"	"5343.6"	"7475.1"	"71846.2"	"28868.5"	"28033.8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P02675"	"Fibrinogen beta chain OS=Homo sapiens GN=FGB PE=1 SV=2"	"0.000"	"False"	"Human"	"629.383"	"72"	"32"	"1712"	"27"	"1"	"491"	"55.9"	"8.27"	"5821.20"	"32"	"5"	"1.131"	"0.367"	"0.976"	"0.719"	"1.892"	"104252.3"	"114440.3"	"81055.6"	"90735.0"	"92214.6"	"158433.3"	"311849.2"	"83073.9"	"126129.6"	"83716.9"	"104252.3"	"95451.5"	"72063.4"	"79597.1"	"62397.4"	"123300.1"	"253686.9"	"69680.8"	"116670.1"	"72430.9"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q8IVF2"	"Protein AHNAK2 OS=Homo sapiens GN=AHNAK2 PE=1 SV=2"	"0.000"	"False"	"Human"	"628.526"	"43"	"108"	"357"	"106"	"1"	"5795"	"616.2"	"5.36"	"967.39"	"108"	"0"	"0.466"	"0.676"	"0.750"	"0.394"	"0.317"	"9737.7"	"7502.9"	"24523.6"	"8169.4"	"20914.8"	"6708.7"	"11092.2"	"32697.2"	"20710.7"	"21147.9"	"9737.7"	"6258.0"	"21802.9"	"7166.6"	"14152.1"	"5221.0"	"9023.4"	"27425.8"	"19157.4"	"18296.9"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P04259"	"SWISS-PROT:P04259 Tax_Id=9606 Gene_Symbol=KRT6B Keratin, type II cytoskeletal 6B"	"0.000"	"True"	""	"612.270"	"66"	"57"	"2919"	"2"	"1"	"564"	"60.0"	"8.00"	"8511.36"	"57"	"1"	"0.837"	"0.831"	"0.895"	"0.342"	"0.298"	"3254.2"	"1322.1"	"8151.1"	"1557.8"	"3888.6"	"1183.4"	"1591.4"	"9111.2"	"4559.2"	"3968.8"	"3254.2"	"1102.8"	"7246.8"	"1366.6"	"2631.2"	"921.0"	"1294.6"	"7642.3"	"4217.3"	"3433.8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P02545"	"Prelamin-A/C OS=Homo sapiens GN=LMNA PE=1 SV=1"	"0.000"	"False"	"Human"	"606.244"	"68"	"54"	"1004"	"3"	"1"	"664"	"74.1"	"7.02"	"3178.40"	"54"	"54"	"1.761"	"1.614"	"1.118"	"0.839"	"1.100"	"158257.3"	"84669.7"	"82157.5"	"79895.7"	"89849.4"	"81364.9"	"52448.1"	"73516.8"	"95223.5"	"73969.4"	"158257.3"	"70620.7"	"73043.0"	"70088.4"	"60797.0"	"63321.9"	"42666.2"	"61664.5"	"88081.9"	"63997.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P05787-2"	"Isoform 2 of Keratin, type II cytoskeletal 8 OS=Homo sapiens GN=KRT8"	"0.000"	"True"	"Human"	"605.507"	"74"	"53"	"2044"	"38"	"1"	"511"	"56.6"	"5.43"	"5913.88"	"53"	"2"	"1.518"	"2.244"	"1.664"	"0.444"	"0.976"	"161593.5"	"103446.2"	"139755.5"	"39554.0"	"106438.9"	"79365.5"	"46093.8"	"83998.8"	"89043.7"	"81353.0"	"161593.5"	"86281.6"	"124251.1"	"34698.7"	"72022.4"	"61765.9"	"37496.9"	"70456.7"	"82365.6"	"70385.6"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P08727"	"SWISS-PROT:P08727 Tax_Id=9606 Gene_Symbol=KRT19 Keratin, type I cytoskeletal 19"	"0.000"	"True"	""	"605.158"	"95"	"49"	"3044"	"1"	"1"	"400"	"44.1"	"5.14"	"10882.18"	"49"	"0"	"0.850"	"0.917"	"1.032"	"0.120"	"0.129"	"16658.2"	"2807.0"	"13060.5"	"2315.4"	"19602.4"	"1979.3"	"3061.4"	"12657.8"	"19374.3"	"15334.9"	"16658.2"	"2341.3"	"11611.5"	"2031.2"	"13264.0"	"1540.3"	"2490.4"	"10617.1"	"17921.2"	"13267.6"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P04259"	"Keratin, type II cytoskeletal 6B OS=Homo sapiens GN=KRT6B PE=1 SV=5"	"0.000"	"False"	"Human"	"603.606"	"66"	"57"	"2803"	"2"	"1"	"564"	"60.0"	"8.00"	"8187.35"	"57"	"38"	"0.817"	"0.864"	"0.887"	"0.285"	"0.264"	"98391.0"	"32407.2"	"239371.8"	"30069.6"	"120408.9"	"28071.1"	"37489.1"	"269931.3"	"105436.5"	"106431.2"	"98391.0"	"27029.9"	"212815.9"	"26378.5"	"81475.2"	"21846.2"	"30497.1"	"226413.3"	"97529.0"	"92083.0"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P14136"	"Glial fibrillary acidic protein OS=Homo sapiens GN=GFAP PE=1 SV=1"	"0.000"	"False"	"Human"	"599.964"	"84"	"61"	"3337"	"36"	"1"	"432"	"49.9"	"5.52"	"9548.74"	"61"	"27"	"0.715"	"0.049"	"0.969"	"3.654"	"0.898"	"65059.4"	"84421.1"	"71142.5"	"292512.1"	"90980.1"	"61275.8"	"1709766.9"	"73430.7"	"80045.1"	"68248.9"	"65038.5"	"70404.9"	"63229.8"	"256605.7"	"61562.1"	"47665.5"	"1390882.6"	"61579.6"	"74024.1"	"59043.2"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"P08779"	"SWISS-PROT:P08779 Tax_Id=9606 Gene_Symbol=KRT16 Keratin, type I cytoskeletal 16"	"0.000"	"True"	"Human"	"599.429"	"81"	"48"	"2046"	"23"	"1"	"473"	"51.2"	"5.05"	"6323.32"	"48"	"10"	"0.456"	"0.837"	"1.073"	"0.263"	"0.341"	"25692.5"	"12852.3"	"105766.8"	"12838.2"	"56368.9"	"12324.5"	"15347.0"	"98539.3"	"48866.0"	"36140.5"	"25692.5"	"10719.7"	"94033.1"	"11262.3"	"38142.3"	"9591.5"	"12484.6"	"82653.0"	"45201.1"	"31268.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q15063-4"	"Isoform 4 of Periostin OS=Homo sapiens GN=POSTN"	"0.000"	"False"	"Human"	"584.889"	"57"	"39"	"776"	"1"	"1"	"751"	"83.8"	"8.18"	"2900.39"	"39"	"0"	"0.534"	"0.638"	"0.277"	"0.750"	"0.208"	"654.6"	"748.4"	"486.4"	"2742.9"	"1226.7"	"713.5"	"1173.8"	"1756.1"	"3657.7"	"3435.6"	"654.6"	"624.3"	"432.4"	"2406.2"	"830.0"	"555.3"	"954.9"	"1473.0"	"3383.4"	"2972.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"Q7Z406-6"	"Isoform 6 of Myosin-14 OS=Homo sapiens GN=MYH14"	"0.000"	"False"	"Human"	"581.067"	"48"	"91"	"545"	"2"	"1"	"2003"	"228.5"	"5.60"	"1651.34"	"91"	"73"	"1.132"	"1.685"	"1.172"	"0.928"	"1.794"	"20977.1"	"18285.2"	"16602.9"	"9536.4"	"18530.3"	"23682.8"	"10853.2"	"14167.4"	"10279.5"	"13199.3"	"20977.1"	"15251.2"	"14761.0"	"8365.8"	"12538.6"	"18431.0"	"8829.0"	"11883.3"	"9508.5"	"11419.9"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""
